date,Domestic Aviation,Ground Transport,Industry,Power,Residential,其它
2019-01-01,0.17,4.51,5.79,9.17,4.96,24.61
2019-01-02,0.19,4.86,6.13,9.71,5.11,26.0
2019-01-03,0.19,5.76,6.4,10.14,5.09,27.59
2019-01-04,0.19,5.49,6.76,10.71,5.01,28.15
2019-01-05,0.17,5.07,6.58,10.43,4.78,27.02
2019-01-06,0.18,4.24,6.53,10.34,4.76,26.05
2019-01-07,0.19,5.75,7.34,11.63,4.79,29.7
2019-01-08,0.18,6.12,7.49,11.86,4.75,30.4
2019-01-09,0.18,6.19,7.79,12.34,5.04,31.54
2019-01-10,0.19,6.35,8.23,13.04,5.19,33.01
2019-01-11,0.15,5.85,8.04,12.74,5.03,31.81
2019-01-12,0.16,5.39,7.45,11.81,4.8,29.61
2019-01-13,0.17,4.75,6.81,10.8,4.62,27.15
2019-01-14,0.18,6.19,7.37,11.68,4.82,30.24
2019-01-15,0.18,6.54,8.08,12.8,5.17,32.78
2019-01-16,0.16,6.67,7.96,12.61,5.04,32.44
2019-01-17,0.18,6.51,7.92,12.54,4.86,32.02
2019-01-18,0.18,6.04,7.79,12.34,4.8,31.15
2019-01-19,0.16,5.63,7.18,11.37,4.74,29.09
2019-01-20,0.17,5.34,7.07,11.2,4.89,28.66
2019-01-21,0.18,6.11,7.9,12.52,5.14,31.86
2019-01-22,0.18,6.67,8.01,12.69,5.06,32.62
2019-01-23,0.18,6.76,7.95,12.59,4.9,32.38
2019-01-24,0.18,6.8,7.98,12.64,4.83,32.43
2019-01-25,0.19,6.11,8.13,12.88,5.11,32.42
2019-01-26,0.16,5.72,7.61,12.06,5.11,30.67
2019-01-27,0.17,5.47,7.02,11.13,4.93,28.72
2019-01-28,0.15,6.51,7.91,12.53,5.0,32.11
2019-01-29,0.18,6.77,8.12,12.86,5.14,33.07
2019-01-30,0.18,6.79,8.25,13.08,5.25,33.56
2019-01-31,0.19,6.81,8.47,13.42,5.28,34.16
2019-02-01,0.19,6.26,9.14,12.72,5.02,33.33
2019-02-02,0.17,5.79,7.98,11.1,4.62,29.65
2019-02-03,0.17,5.5,7.37,10.26,4.52,27.82
2019-02-04,0.18,6.51,7.89,10.98,4.47,30.03
2019-02-05,0.19,6.63,8.48,11.81,4.38,31.49
2019-02-06,0.18,6.69,8.9,12.39,4.29,32.45
2019-02-07,0.19,6.76,8.42,11.71,4.56,31.63
2019-02-08,0.19,6.14,8.77,12.21,4.9,32.22
2019-02-09,0.16,5.69,8.64,12.02,5.15,31.67
2019-02-10,0.17,5.5,7.83,10.9,5.04,29.44
2019-02-11,0.19,6.63,8.64,12.02,4.76,32.24
2019-02-12,0.18,6.8,8.78,12.23,4.57,32.55
2019-02-13,0.18,6.74,8.77,12.21,4.48,32.38
2019-02-14,0.19,6.86,8.92,12.41,4.39,32.77
2019-02-15,0.19,6.31,9.04,12.58,4.3,32.42
2019-02-16,0.16,5.68,8.02,11.16,4.42,29.43
2019-02-17,0.17,5.36,7.47,10.39,4.45,27.84
2019-02-18,0.18,6.16,8.37,11.66,4.37,30.74
2019-02-19,0.18,6.56,9.0,12.53,4.38,32.64
2019-02-20,0.18,6.73,8.24,11.46,4.22,30.83
2019-02-21,0.19,6.75,8.14,11.33,4.06,30.47
2019-02-22,0.19,6.14,8.2,11.41,4.1,30.03
2019-02-23,0.16,5.6,7.22,10.05,4.29,27.32
2019-02-24,0.17,5.21,6.95,9.68,4.14,26.16
2019-02-25,0.18,6.46,7.83,10.91,4.03,29.42
2019-02-26,0.18,6.68,7.95,11.07,4.04,29.92
2019-02-27,0.18,6.77,8.29,11.53,4.11,30.88
2019-02-28,0.19,6.5,8.51,11.85,4.1,31.15
2019-03-01,0.19,6.18,8.71,11.15,3.86,30.09
2019-03-02,0.17,5.78,7.86,10.06,3.85,27.71
2019-03-03,0.18,5.36,7.86,10.07,3.69,27.15
2019-03-04,0.19,6.45,9.0,11.53,3.76,30.93
2019-03-05,0.18,6.65,8.63,11.05,3.85,30.37
2019-03-06,0.19,6.71,8.93,11.43,3.79,31.04
2019-03-07,0.19,6.68,8.79,11.26,3.79,30.71
2019-03-08,0.19,6.17,8.39,10.74,3.67,29.16
2019-03-09,0.16,5.7,7.36,9.42,3.43,26.07
2019-03-10,0.17,5.36,7.16,9.17,3.31,25.17
2019-03-11,0.19,6.39,8.01,10.25,3.42,28.26
2019-03-12,0.19,6.7,7.91,10.12,3.48,28.39
2019-03-13,0.19,6.69,7.85,10.05,3.44,28.22
2019-03-14,0.19,6.8,8.13,10.41,3.31,28.85
2019-03-15,0.19,6.27,8.05,10.31,3.14,27.97
2019-03-16,0.16,5.64,7.56,9.68,3.17,26.21
2019-03-17,0.17,5.41,7.35,9.41,3.22,25.56
2019-03-18,0.19,6.51,8.12,10.4,3.22,28.44
2019-03-19,0.19,6.67,8.34,10.68,3.1,28.98
2019-03-20,0.19,6.58,7.9,10.11,3.05,27.83
2019-03-21,0.19,6.65,7.7,9.86,3.15,27.55
2019-03-22,0.19,6.28,7.56,9.68,3.23,26.93
2019-03-23,0.16,5.63,7.52,9.62,3.34,26.27
2019-03-24,0.17,5.25,7.09,9.08,3.16,24.77
2019-03-25,0.18,6.55,7.98,10.22,3.04,27.97
2019-03-26,0.17,6.68,7.89,10.1,3.08,27.92
2019-03-27,0.19,6.79,7.63,9.77,2.98,27.35
2019-03-28,0.19,6.85,7.76,9.94,3.0,27.75
2019-03-29,0.19,6.36,7.82,10.01,2.87,27.24
2019-03-30,0.16,5.93,7.41,9.49,2.86,25.86
2019-03-31,0.17,5.53,6.85,8.77,3.07,24.39
2019-04-01,0.19,6.52,8.67,10.22,3.18,28.78
2019-04-02,0.19,6.72,9.08,10.7,3.08,29.77
2019-04-03,0.19,6.69,8.98,10.58,2.99,29.43
2019-04-04,0.19,6.8,8.72,10.28,2.86,28.85
2019-04-05,0.19,6.32,8.39,9.88,2.72,27.51
2019-04-06,0.16,5.87,7.29,8.59,2.58,24.5
2019-04-07,0.17,5.37,6.91,8.14,2.44,23.04
2019-04-08,0.19,6.47,8.2,9.66,2.49,27.01
2019-04-09,0.19,6.78,8.33,9.81,2.72,27.84
2019-04-10,0.19,6.77,9.04,10.66,2.96,29.63
2019-04-11,0.12,6.8,8.69,10.25,2.99,28.86
2019-04-12,0.2,6.07,8.78,10.35,2.9,28.3
2019-04-13,0.17,6.02,7.57,8.92,2.84,25.52
2019-04-14,0.18,5.24,7.37,8.69,2.85,24.32
2019-04-15,0.19,6.2,7.7,9.08,2.65,25.81
2019-04-16,0.19,6.54,7.77,9.16,2.47,26.13
2019-04-17,0.19,6.29,7.93,9.35,2.31,26.07
2019-04-18,0.19,6.67,7.55,8.9,2.2,25.51
2019-04-19,0.18,5.75,7.57,8.92,2.2,24.62
2019-04-20,0.16,5.52,6.67,7.86,2.2,22.4
2019-04-21,0.17,4.99,6.36,7.49,2.13,21.14
2019-04-22,0.19,5.96,7.15,8.43,1.98,23.72
2019-04-23,0.19,6.58,7.65,9.02,1.94,25.38
2019-04-24,0.19,6.64,8.07,9.51,2.0,26.41
2019-04-25,0.19,6.72,7.84,9.25,2.1,26.1
2019-04-26,0.19,6.3,7.74,9.13,2.29,25.65
2019-04-27,0.17,5.85,6.81,8.02,2.5,23.36
2019-04-28,0.18,5.53,6.37,7.51,2.57,22.16
2019-04-29,0.19,6.45,7.06,8.33,2.5,24.53
2019-04-30,0.19,6.85,7.3,8.61,2.33,25.28
2019-05-01,0.19,6.55,7.04,7.97,2.18,23.93
2019-05-02,0.19,6.85,6.64,7.52,2.13,23.34
2019-05-03,0.2,6.52,6.58,7.44,2.19,22.92
2019-05-04,0.17,6.15,6.38,7.22,2.28,22.19
2019-05-05,0.18,5.38,6.21,7.03,2.35,21.15
2019-05-06,0.19,6.09,7.14,8.08,2.33,23.82
2019-05-07,0.19,6.56,7.63,8.63,2.28,25.29
2019-05-08,0.19,6.6,7.7,8.71,2.13,25.33
2019-05-09,0.19,6.67,7.99,9.04,2.04,25.93
2019-05-10,0.19,6.2,7.88,8.91,2.0,25.17
2019-05-11,0.16,5.67,7.21,8.16,2.0,23.21
2019-05-12,0.17,5.18,6.76,7.65,2.14,21.91
2019-05-13,0.19,6.31,7.83,8.86,2.13,25.33
2019-05-14,0.19,6.62,8.38,9.49,2.11,26.79
2019-05-15,0.19,6.65,8.17,9.24,2.03,26.29
2019-05-16,0.19,6.61,8.1,9.16,1.95,26.01
2019-05-17,0.19,6.23,8.02,9.08,1.9,25.42
2019-05-18,0.16,5.7,7.46,8.45,1.83,23.61
2019-05-19,0.17,5.06,7.08,8.01,1.83,22.16
2019-05-20,0.18,6.09,8.25,9.34,1.87,25.74
2019-05-21,0.19,6.48,8.24,9.32,1.87,26.1
2019-05-22,0.19,6.47,7.9,8.94,1.8,25.31
2019-05-23,0.19,6.58,8.05,9.11,1.72,25.66
2019-05-24,0.19,6.21,8.1,9.16,1.69,25.35
2019-05-25,0.17,5.67,7.43,8.41,1.69,23.37
2019-05-26,0.18,5.13,7.24,8.2,1.66,22.4
2019-05-27,0.19,6.02,8.39,9.49,1.7,25.79
2019-05-28,0.19,6.54,8.95,10.13,1.8,27.61
2019-05-29,0.19,6.58,8.5,9.62,1.81,26.69
2019-05-30,0.2,6.42,8.25,9.34,1.65,25.86
2019-05-31,0.2,6.03,8.7,9.84,1.54,26.31
2019-06-01,0.17,5.52,7.06,8.55,1.52,22.83
2019-06-02,0.18,4.69,6.97,8.44,1.51,21.8
2019-06-03,0.2,5.56,7.75,9.39,1.56,24.46
2019-06-04,0.2,5.54,8.14,9.87,1.56,25.31
2019-06-05,0.19,5.95,8.44,10.22,1.56,26.36
2019-06-06,0.2,5.9,8.42,10.2,1.61,26.32
2019-06-07,0.2,5.32,8.52,10.32,1.6,25.95
2019-06-08,0.18,5.52,7.24,8.77,1.61,23.32
2019-06-09,0.18,4.69,6.8,8.24,1.58,21.49
2019-06-10,0.2,5.56,7.93,9.61,1.58,24.88
2019-06-11,0.2,5.54,7.96,9.64,1.61,24.94
2019-06-12,0.2,5.95,7.83,9.49,1.62,25.1
2019-06-13,0.2,5.9,7.7,9.33,1.62,24.76
2019-06-14,0.2,5.32,7.86,9.52,1.56,24.46
2019-06-15,0.17,5.52,7.23,8.76,1.56,23.25
2019-06-16,0.18,4.69,6.6,7.99,1.56,21.03
2019-06-17,0.2,5.56,7.63,9.25,1.51,24.15
2019-06-18,0.2,5.54,8.17,9.9,1.49,25.3
2019-06-19,0.2,5.95,8.33,10.1,1.48,26.06
2019-06-20,0.2,5.9,8.38,10.15,1.51,26.15
2019-06-21,0.2,5.32,8.46,10.25,1.53,25.76
2019-06-22,0.18,5.52,7.58,9.19,1.49,23.97
2019-06-23,0.18,4.69,7.06,8.56,1.47,21.97
2019-06-24,0.2,5.56,8.19,9.93,1.46,25.34
2019-06-25,0.2,5.54,8.39,10.17,1.45,25.75
2019-06-26,0.2,5.95,8.75,10.6,1.48,26.98
2019-06-27,0.21,5.9,9.08,11.0,1.5,27.69
2019-06-28,0.21,5.32,9.04,10.95,1.48,27.0
2019-06-29,0.18,5.52,8.15,9.88,1.47,25.19
2019-06-30,0.19,4.69,7.61,9.22,1.46,23.18
2019-07-01,0.2,5.56,7.55,10.52,1.41,25.24
2019-07-02,0.21,5.54,7.74,10.79,1.43,25.71
2019-07-03,0.21,5.95,7.76,10.82,1.47,26.21
2019-07-04,0.21,5.9,7.53,10.5,1.45,25.59
2019-07-05,0.21,5.32,7.5,10.45,1.43,24.9
2019-07-06,0.19,5.52,6.72,9.36,1.44,23.23
2019-07-07,0.19,4.69,6.29,8.77,1.49,21.45
2019-07-08,0.21,5.56,7.32,10.2,1.53,24.82
2019-07-09,0.21,5.54,7.59,10.59,1.52,25.44
2019-07-10,0.21,5.95,7.66,10.67,1.47,25.96
2019-07-11,0.21,5.9,7.76,10.82,1.45,26.15
2019-07-12,0.21,5.32,7.72,10.76,1.44,25.45
2019-07-13,0.18,5.52,7.01,9.77,1.46,23.95
2019-07-14,0.19,4.69,6.67,9.29,1.48,22.33
2019-07-15,0.2,5.56,7.19,10.02,1.49,24.46
2019-07-16,0.21,5.54,7.82,10.91,1.45,25.93
2019-07-17,0.21,5.95,8.07,11.25,1.42,26.9
2019-07-18,0.21,5.9,8.32,11.59,1.39,27.42
2019-07-19,0.21,5.32,8.33,11.61,1.4,26.86
2019-07-20,0.18,5.52,7.57,10.55,1.38,25.21
2019-07-21,0.19,4.69,7.23,10.08,1.38,23.58
2019-07-22,0.21,5.56,8.11,11.31,1.37,26.56
2019-07-23,0.2,5.54,8.17,11.38,1.37,26.66
2019-07-24,0.21,5.95,8.24,11.49,1.37,27.26
2019-07-25,0.21,5.9,8.3,11.58,1.37,27.36
2019-07-26,0.21,5.32,8.28,11.55,1.37,26.73
2019-07-27,0.18,5.52,7.48,10.42,1.39,24.99
2019-07-28,0.19,4.69,7.08,9.87,1.4,23.23
2019-07-29,0.21,5.56,8.56,11.94,1.41,27.68
2019-07-30,0.2,5.54,8.86,12.35,1.42,28.38
2019-07-31,0.2,5.95,8.92,12.43,1.43,28.93
2019-08-01,0.21,5.9,8.49,12.62,1.42,28.63
2019-08-02,0.21,5.32,8.52,12.66,1.42,28.13
2019-08-03,0.18,5.52,7.7,11.45,1.42,26.28
2019-08-04,0.19,4.69,7.26,10.79,1.42,24.35
2019-08-05,0.2,5.56,8.34,12.39,1.42,27.91
2019-08-06,0.2,5.54,8.69,12.92,1.42,28.77
2019-08-07,0.21,5.95,8.54,12.69,1.41,28.79
2019-08-08,0.21,5.9,8.44,12.54,1.39,28.48
2019-08-09,0.21,5.32,8.27,12.3,1.39,27.49
2019-08-10,0.18,5.52,7.25,10.77,1.4,25.13
2019-08-11,0.19,4.69,6.82,10.14,1.43,23.28
2019-08-12,0.2,5.56,7.33,10.89,1.48,25.47
2019-08-13,0.21,5.54,7.58,11.26,1.5,26.09
2019-08-14,0.21,5.95,7.46,11.1,1.48,26.2
2019-08-15,0.21,5.9,7.09,10.53,1.43,25.17
2019-08-16,0.21,5.32,7.22,10.73,1.43,24.91
2019-08-17,0.18,5.52,6.91,10.26,1.41,24.28
2019-08-18,0.19,4.69,6.92,10.29,1.42,23.52
2019-08-19,0.21,5.56,8.09,12.03,1.43,27.32
2019-08-20,0.2,5.54,8.21,12.2,1.47,27.62
2019-08-21,0.21,5.95,8.13,12.09,1.47,27.85
2019-08-22,0.21,5.9,8.12,12.07,1.42,27.73
2019-08-23,0.21,5.32,7.79,11.58,1.4,26.3
2019-08-24,0.18,5.52,6.64,9.87,1.4,23.61
2019-08-25,0.19,4.69,6.16,9.15,1.4,21.59
2019-08-26,0.2,5.56,7.2,10.7,1.42,25.08
2019-08-27,0.2,5.54,7.6,11.29,1.41,26.04
2019-08-28,0.2,5.95,7.77,11.54,1.44,26.91
2019-08-29,0.21,5.9,7.8,11.6,1.44,26.95
2019-08-30,0.21,5.32,7.67,11.41,1.43,26.04
2019-08-31,0.18,5.52,6.65,9.88,1.45,23.68
2019-09-01,0.19,4.69,7.03,9.45,1.52,22.88
2019-09-02,0.2,5.56,8.19,11.0,1.57,26.52
2019-09-03,0.19,5.54,8.61,11.57,1.55,27.47
2019-09-04,0.19,5.95,8.58,11.52,1.54,27.78
2019-09-05,0.2,5.9,8.47,11.38,1.63,27.57
2019-09-06,0.2,5.32,8.6,11.55,1.66,27.34
2019-09-07,0.17,5.52,7.88,10.59,1.67,25.83
2019-09-08,0.18,4.69,7.61,10.22,1.72,24.43
2019-09-09,0.2,5.56,8.82,11.86,1.73,28.17
2019-09-10,0.2,5.54,9.23,12.4,1.7,29.06
2019-09-11,0.2,5.95,9.26,12.44,1.62,29.47
2019-09-12,0.2,5.9,8.47,11.38,1.54,27.48
2019-09-13,0.2,5.32,8.09,10.88,1.59,26.08
2019-09-14,0.17,5.52,7.21,9.68,1.67,24.25
2019-09-15,0.18,4.69,7.02,9.44,1.63,22.97
2019-09-16,0.19,5.56,7.94,10.67,1.68,26.05
2019-09-17,0.2,5.54,8.22,11.04,1.77,26.77
2019-09-18,0.2,5.95,8.13,10.92,1.89,27.1
2019-09-19,0.2,5.9,7.66,10.29,1.94,26.0
2019-09-20,0.2,5.32,7.65,10.28,1.92,25.37
2019-09-21,0.18,5.52,7.08,9.52,1.8,24.1
2019-09-22,0.18,4.69,6.86,9.22,1.73,22.7
2019-09-23,0.2,5.56,7.81,10.49,1.78,25.84
2019-09-24,0.2,5.54,8.02,10.77,1.8,26.33
2019-09-25,0.2,5.95,7.77,10.43,1.79,26.14
2019-09-26,0.2,5.9,7.83,10.52,1.74,26.18
2019-09-27,0.2,5.32,7.84,10.53,1.75,25.64
2019-09-28,0.18,5.52,7.24,9.73,1.77,24.45
2019-09-29,0.18,4.69,6.78,9.11,1.78,22.54
2019-09-30,0.2,5.56,7.82,10.51,1.78,25.86
2019-10-01,0.2,5.56,8.9,11.02,1.73,27.41
2019-10-02,0.2,5.95,9.06,11.22,1.89,28.31
2019-10-03,0.2,5.9,8.96,11.1,2.07,28.24
2019-10-04,0.2,5.32,8.72,10.8,2.16,27.21
2019-10-05,0.18,5.52,7.45,9.23,2.22,24.59
2019-10-06,0.18,4.69,7.07,8.76,2.25,22.96
2019-10-07,0.2,5.56,8.19,10.14,2.21,26.3
2019-10-08,0.2,5.56,8.21,10.17,2.13,26.28
2019-10-09,0.2,5.95,7.64,9.46,2.12,25.37
2019-10-10,0.2,5.9,7.84,9.71,2.09,25.75
2019-10-11,0.2,5.32,7.98,9.89,2.06,25.45
2019-10-12,0.17,5.52,6.88,8.52,2.12,23.21
2019-10-13,0.18,4.69,6.29,7.8,2.07,21.04
2019-10-14,0.2,5.56,7.44,9.22,2.15,24.57
2019-10-15,0.2,5.56,7.75,9.61,2.23,25.35
2019-10-16,0.2,5.95,7.79,9.65,2.32,25.9
2019-10-17,0.2,5.9,7.95,9.85,2.3,26.19
2019-10-18,0.2,5.32,7.97,9.88,2.27,25.65
2019-10-19,0.18,5.52,7.36,9.12,2.23,24.42
2019-10-20,0.18,4.69,6.68,8.28,2.19,22.03
2019-10-21,0.2,5.56,7.57,9.38,2.16,24.87
2019-10-22,0.2,6.77,7.49,9.28,2.24,25.97
2019-10-23,0.2,6.91,7.68,9.51,2.21,26.52
2019-10-24,0.2,7.03,8.03,9.95,2.29,27.52
2019-10-25,0.2,6.54,7.91,9.8,2.5,26.95
2019-10-26,0.17,6.12,6.78,8.4,2.43,23.9
2019-10-27,0.18,5.82,6.3,7.81,2.45,22.56
2019-10-28,0.2,6.72,7.36,9.11,2.7,26.08
2019-10-29,0.2,6.96,8.16,10.12,2.8,28.24
2019-10-30,0.2,7.05,7.75,9.6,2.82,27.42
2019-10-31,0.2,7.04,7.81,9.67,2.89,27.61
2019-11-01,0.2,6.44,7.21,9.12,2.94,25.91
2019-11-02,0.17,6.08,6.7,8.47,2.82,24.25
2019-11-03,0.18,5.8,6.61,8.35,2.86,23.8
2019-11-04,0.2,6.77,7.08,8.95,2.83,25.82
2019-11-05,0.2,6.97,7.7,9.73,2.84,27.44
2019-11-06,0.2,7.01,7.84,9.92,2.95,27.91
2019-11-07,0.2,7.07,8.04,10.16,3.11,28.57
2019-11-08,0.2,6.53,7.91,10.01,3.36,28.02
2019-11-09,0.17,5.93,7.32,9.26,3.34,26.02
2019-11-10,0.18,5.76,6.84,8.65,3.25,24.68
2019-11-11,0.19,6.66,7.93,10.02,3.19,27.99
2019-11-12,0.19,6.99,8.21,10.38,3.32,29.1
2019-11-13,0.2,7.02,8.55,10.81,3.68,30.25
2019-11-14,0.2,7.06,8.47,10.71,3.67,30.11
2019-11-15,0.2,6.49,8.27,10.45,3.5,28.91
2019-11-16,0.17,6.19,7.52,9.51,3.38,26.78
2019-11-17,0.18,5.83,7.16,9.05,3.5,25.72
2019-11-18,0.2,6.87,8.3,10.5,3.63,29.5
2019-11-19,0.2,7.06,8.27,10.45,3.69,29.67
2019-11-20,0.2,7.02,8.39,10.61,3.69,29.91
2019-11-21,0.2,7.04,8.53,10.78,3.58,30.13
2019-11-22,0.2,6.39,8.95,11.32,3.37,30.24
2019-11-23,0.17,6.07,7.59,9.6,3.37,26.8
2019-11-24,0.19,5.78,7.29,9.22,3.62,26.09
2019-11-25,0.2,6.79,8.15,10.31,3.78,29.23
2019-11-26,0.2,7.01,8.56,10.82,3.66,30.25
2019-11-27,0.2,7.07,8.65,10.94,3.63,30.49
2019-11-28,0.2,6.7,8.69,10.98,3.83,30.41
2019-11-29,0.2,6.34,8.64,10.92,3.95,30.05
2019-11-30,0.17,6.13,7.95,10.05,4.08,28.38
2019-12-01,0.18,5.94,6.95,9.74,4.18,27.0
2019-12-02,0.2,6.77,8.08,11.32,4.35,30.71
2019-12-03,0.2,6.79,8.05,11.28,4.39,30.71
2019-12-04,0.2,7.04,8.16,11.44,4.39,31.23
2019-12-05,0.2,7.01,8.28,11.6,4.4,31.49
2019-12-06,0.2,6.44,8.42,11.8,4.23,31.1
2019-12-07,0.17,6.31,7.84,10.99,4.09,29.4
2019-12-08,0.18,5.84,7.01,9.83,3.94,26.8
2019-12-09,0.2,6.78,8.04,11.28,3.83,30.13
2019-12-10,0.2,6.99,8.24,11.55,4.02,31.0
2019-12-11,0.2,6.96,8.38,11.75,4.28,31.58
2019-12-12,0.2,7.02,8.23,11.54,4.26,31.26
2019-12-13,0.2,6.38,8.27,11.6,4.16,30.62
2019-12-14,0.18,6.1,7.39,10.36,3.98,28.01
2019-12-15,0.19,5.96,7.06,9.9,4.02,27.13
2019-12-16,0.2,6.77,8.14,11.41,4.1,30.62
2019-12-17,0.2,6.9,8.47,11.88,4.36,31.81
2019-12-18,0.21,6.9,8.14,11.41,4.78,31.44
2019-12-19,0.21,6.95,8.39,11.76,4.88,32.19
2019-12-20,0.21,6.29,7.96,11.16,4.64,30.27
2019-12-21,0.19,5.92,7.64,10.71,4.49,28.94
2019-12-22,0.19,5.74,7.47,10.47,4.43,28.29
2019-12-23,0.2,6.55,7.84,10.99,4.45,30.03
2019-12-24,0.19,6.27,7.68,10.76,4.49,29.4
2019-12-25,0.17,4.89,7.69,10.78,4.66,28.19
2019-12-26,0.19,5.87,7.93,11.11,5.05,30.16
2019-12-27,0.2,5.85,7.38,10.35,5.2,28.97
2019-12-28,0.19,5.63,6.96,9.76,5.28,27.81
2019-12-29,0.19,5.2,6.61,9.27,5.26,26.53
2019-12-30,0.19,6.18,6.91,9.68,5.42,28.38
2019-12-31,0.19,6.24,6.47,9.07,5.38,27.33
2020-01-01,0.18,4.89,5.79,9.17,4.99,25.02
2020-01-02,0.2,5.98,6.13,9.71,4.5,26.53
2020-01-03,0.2,5.71,6.4,10.14,4.29,26.75
2020-01-04,0.18,5.52,6.76,10.71,4.37,27.54
2020-01-05,0.19,5.1,6.58,10.43,4.57,26.87
2020-01-06,0.2,6.31,6.53,10.34,4.57,27.96
2020-01-07,0.2,6.46,7.34,11.63,4.54,30.17
2020-01-08,0.16,6.62,7.49,11.86,4.6,30.72
2020-01-09,0.18,6.68,7.79,12.34,4.7,31.68
2020-01-10,0.2,6.17,8.23,13.04,4.8,32.44
2020-01-11,0.17,5.9,8.04,12.74,4.84,31.69
2020-01-12,0.18,5.36,7.45,11.81,4.79,29.59
2020-01-13,0.19,6.58,6.81,10.8,4.72,29.11
2020-01-14,0.19,6.74,7.37,11.68,4.6,30.59
2020-01-15,0.19,6.79,8.08,12.8,4.44,32.3
2020-01-16,0.2,6.79,7.96,12.61,4.48,32.04
2020-01-17,0.2,6.23,7.92,12.54,4.72,31.61
2020-01-18,0.17,5.95,7.79,12.34,4.78,31.03
2020-01-19,0.18,5.59,7.18,11.37,4.98,29.29
2020-01-20,0.2,6.49,7.07,11.2,5.1,30.06
2020-01-21,0.2,6.76,7.9,12.52,5.03,32.42
2020-01-22,0.2,6.78,8.01,12.69,4.83,32.51
2020-01-23,0.2,6.72,7.95,12.59,4.69,32.15
2020-01-24,0.2,5.81,7.98,12.64,4.82,31.45
2020-01-25,0.17,5.33,8.13,12.88,4.79,31.3
2020-01-26,0.18,5.16,7.61,12.06,4.67,29.68
2020-01-27,0.2,6.18,7.02,11.12,4.5,29.02
2020-01-28,0.2,6.48,7.91,12.53,4.39,31.5
2020-01-29,0.2,6.53,8.11,12.85,4.47,32.17
2020-01-30,0.2,6.56,8.25,13.07,4.51,32.6
2020-01-31,0.21,5.99,8.46,13.41,4.39,32.46
2020-02-01,0.18,5.6,9.14,12.72,4.3,31.93
2020-02-02,0.18,5.47,7.98,11.1,4.36,29.08
2020-02-03,0.2,6.38,7.37,10.26,4.32,28.52
2020-02-04,0.2,6.5,7.88,10.97,4.45,30.0
2020-02-05,0.2,6.57,8.48,11.8,4.74,31.79
2020-02-06,0.2,6.66,8.9,12.38,4.95,33.08
2020-02-07,0.2,5.97,8.41,11.71,4.84,31.13
2020-02-08,0.17,5.45,8.77,12.2,4.82,31.41
2020-02-09,0.18,5.23,8.63,12.01,4.51,30.57
2020-02-10,0.2,6.39,7.83,10.89,4.16,29.47
2020-02-11,0.19,6.53,8.64,12.02,4.07,31.45
2020-02-12,0.19,6.51,8.78,12.22,3.89,31.59
2020-02-13,0.19,6.64,8.77,12.21,3.75,31.56
2020-02-14,0.2,6.06,8.92,12.41,4.09,31.68
2020-02-15,0.17,5.57,9.04,12.57,4.35,31.7
2020-02-16,0.18,5.28,8.01,11.15,4.04,28.66
2020-02-17,0.19,6.12,7.47,10.39,3.97,28.13
2020-02-18,0.19,6.54,8.37,11.65,3.91,30.66
2020-02-19,0.2,6.53,9.0,12.52,3.93,32.18
2020-02-20,0.2,6.6,8.23,11.46,3.95,30.44
2020-02-21,0.2,5.89,8.14,11.33,4.03,29.58
2020-02-22,0.17,5.39,8.19,11.4,3.76,28.91
2020-02-23,0.18,5.1,7.22,10.04,3.47,26.01
2020-02-24,0.19,6.38,6.92,9.65,3.38,26.52
2020-02-25,0.19,6.47,7.8,10.87,3.47,28.81
2020-02-26,0.19,6.44,7.88,11.02,3.8,29.33
2020-02-27,0.19,6.72,8.21,11.48,4.02,30.62
2020-02-28,0.2,6.19,8.44,11.8,3.92,30.55
2020-02-29,0.17,5.73,8.63,11.1,3.75,29.38
2020-03-01,0.18,5.36,7.77,10.01,3.57,26.88
2020-03-02,0.19,6.54,7.78,10.02,3.55,28.08
2020-03-03,0.19,6.73,8.91,11.47,3.49,30.8
2020-03-04,0.19,6.72,8.54,11.0,3.6,30.05
2020-03-05,0.19,6.75,8.83,11.37,3.58,30.73
2020-03-06,0.2,6.09,8.7,11.2,3.62,29.8
2020-03-07,0.17,5.51,8.3,10.69,3.5,28.16
2020-03-08,0.17,5.13,7.27,9.37,3.29,25.24
2020-03-09,0.19,6.16,7.08,9.12,3.2,25.76
2020-03-10,0.19,6.26,7.91,10.2,3.1,27.66
2020-03-11,0.19,6.25,7.81,10.07,2.94,27.26
2020-03-12,0.19,6.17,7.75,10.0,2.99,27.11
2020-03-13,0.19,5.64,8.03,10.35,3.19,27.4
2020-03-14,0.16,4.61,7.95,10.25,3.42,26.39
2020-03-15,0.17,3.84,7.42,9.59,3.35,24.37
2020-03-16,0.18,5.16,7.11,9.23,3.34,25.02
2020-03-17,0.17,5.15,7.79,10.12,3.02,26.25
2020-03-18,0.16,4.72,7.84,10.27,2.78,25.77
2020-03-19,0.15,4.62,7.37,9.67,2.76,24.58
2020-03-20,0.14,4.62,7.18,9.42,2.75,24.1
2020-03-21,0.11,3.37,7.04,9.23,3.07,22.82
2020-03-22,0.11,2.31,6.94,9.11,3.26,21.73
2020-03-23,0.11,3.83,6.47,8.55,3.31,22.27
2020-03-24,0.1,3.88,7.28,9.62,3.21,24.09
2020-03-25,0.09,3.75,7.16,9.48,3.08,23.56
