date,Domestic Aviation,Ground Transport,Industry,Power,Residential,俄罗斯
2021-07-05,0.07,0.65,0.82,2.08,0.11,3.72
2021-07-06,0.06,0.66,0.81,2.07,0.11,3.71
2021-07-07,0.07,0.65,0.81,2.07,0.11,3.71
2021-07-08,0.06,0.65,0.82,2.09,0.1,3.72
2021-07-09,0.07,0.66,0.83,2.12,0.1,3.78
2021-07-10,0.07,0.45,0.81,2.07,0.11,3.5
2021-07-11,0.06,0.31,0.8,2.05,0.11,3.34
2021-07-12,0.06,0.65,0.84,2.14,0.11,3.8
2021-07-13,0.06,0.66,0.84,2.15,0.11,3.83
2021-07-14,0.07,0.65,0.85,2.16,0.11,3.84
2021-07-15,0.06,0.66,0.85,2.16,0.11,3.84
2021-07-16,0.07,0.66,0.85,2.17,0.11,3.85
2021-07-17,0.07,0.46,0.83,2.11,0.1,3.57
2021-07-18,0.06,0.41,0.82,2.09,0.1,3.49
2021-07-19,0.06,0.65,0.86,2.19,0.1,3.86
2021-07-20,0.06,0.65,0.86,2.18,0.1,3.85
2021-07-21,0.06,0.66,0.85,2.17,0.11,3.85
2021-07-22,0.06,0.66,0.83,2.13,0.11,3.8
2021-07-23,0.07,0.67,0.82,2.08,0.12,3.76
2021-07-24,0.07,0.48,0.79,2.02,0.13,3.5
2021-07-25,0.07,0.33,0.79,2.01,0.12,3.32
2021-07-26,0.07,0.65,0.82,2.09,0.11,3.74
2021-07-27,0.06,0.65,0.82,2.09,0.12,3.75
2021-07-28,0.06,0.66,0.82,2.1,0.13,3.78
2021-07-29,0.06,0.66,0.83,2.11,0.12,3.78
2021-07-30,0.07,0.68,0.83,2.12,0.11,3.81
2021-07-31,0.07,0.48,0.81,2.07,0.11,3.54
2021-08-01,0.06,0.36,0.81,2.06,0.1,3.4
2021-08-02,0.06,0.65,0.85,2.16,0.1,3.82
2021-08-03,0.06,0.66,0.84,2.15,0.11,3.81
2021-08-04,0.06,0.66,0.84,2.14,0.11,3.81
2021-08-05,0.06,0.66,0.84,2.13,0.11,3.8
2021-08-06,0.07,0.68,0.84,2.13,0.11,3.83
2021-08-07,0.06,0.53,0.82,2.08,0.11,3.61
2021-08-08,0.07,0.38,0.81,2.06,0.11,3.42
2021-08-09,0.06,0.65,0.84,2.14,0.11,3.81
2021-08-10,0.06,0.67,0.84,2.14,0.11,3.83
2021-08-11,0.07,0.67,0.84,2.14,0.12,3.83
2021-08-12,0.06,0.67,0.84,2.13,0.11,3.82
2021-08-13,0.07,0.67,0.83,2.11,0.12,3.8
2021-08-14,0.07,0.53,0.8,2.04,0.11,3.55
2021-08-15,0.07,0.4,0.79,2.01,0.11,3.38
2021-08-16,0.06,0.66,0.83,2.11,0.11,3.76
2021-08-17,0.06,0.67,0.83,2.13,0.1,3.8
2021-08-18,0.06,0.67,0.84,2.14,0.11,3.82
2021-08-19,0.06,0.67,0.84,2.14,0.11,3.82
2021-08-20,0.07,0.68,0.84,2.13,0.12,3.84
2021-08-21,0.07,0.54,0.82,2.08,0.13,3.63
2021-08-22,0.07,0.39,0.8,2.05,0.14,3.45
2021-08-23,0.07,0.66,0.83,2.12,0.15,3.83
2021-08-24,0.06,0.67,0.83,2.13,0.16,3.85
2021-08-25,0.07,0.67,0.83,2.12,0.16,3.86
2021-08-26,0.06,0.68,0.84,2.13,0.15,3.85
2021-08-27,0.07,0.66,0.83,2.13,0.15,3.84
2021-08-28,0.07,0.57,0.81,2.06,0.17,3.68
2021-08-29,0.07,0.46,0.8,2.05,0.17,3.55
2021-08-30,0.07,0.68,0.83,2.12,0.16,3.86
2021-08-31,0.06,0.68,0.84,2.14,0.18,3.9
2021-09-01,0.07,0.67,0.85,2.13,0.19,3.91
2021-09-02,0.06,0.68,0.85,2.12,0.22,3.93
2021-09-03,0.07,0.69,0.85,2.12,0.27,4.0
2021-09-04,0.07,0.58,0.83,2.08,0.3,3.86
2021-09-05,0.07,0.46,0.83,2.07,0.33,3.76
2021-09-06,0.06,0.68,0.86,2.16,0.34,4.1
2021-09-07,0.06,0.68,0.87,2.17,0.31,4.09
2021-09-08,0.06,0.68,0.87,2.18,0.27,4.06
2021-09-09,0.06,0.68,0.87,2.18,0.23,4.03
2021-09-10,0.06,0.68,0.87,2.17,0.24,4.04
2021-09-11,0.06,0.58,0.85,2.12,0.26,3.88
2021-09-12,0.06,0.43,0.84,2.1,0.23,3.67
2021-09-13,0.06,0.67,0.87,2.18,0.21,4.0
2021-09-14,0.06,0.68,0.88,2.19,0.25,4.06
2021-09-15,0.06,0.68,0.89,2.21,0.3,4.14
2021-09-16,0.06,0.68,0.89,2.22,0.35,4.2
2021-09-17,0.06,0.68,0.9,2.24,0.37,4.24
2021-09-18,0.06,0.57,0.88,2.21,0.38,4.11
2021-09-19,0.06,0.47,0.88,2.2,0.39,4.0
2021-09-20,0.06,0.67,0.92,2.29,0.4,4.34
2021-09-21,0.06,0.68,0.92,2.3,0.4,4.36
2021-09-22,0.06,0.68,0.93,2.31,0.4,4.38
2021-09-23,0.06,0.68,0.93,2.31,0.38,4.35
2021-09-24,0.06,0.68,0.93,2.31,0.38,4.35
2021-09-25,0.06,0.59,0.9,2.26,0.36,4.18
2021-09-26,0.06,0.46,0.89,2.23,0.37,4.01
2021-09-27,0.06,0.68,0.93,2.31,0.4,4.37
2021-09-28,0.05,0.68,0.93,2.32,0.44,4.42
2021-09-29,0.06,0.68,0.93,2.33,0.45,4.45
2021-09-30,0.06,0.68,0.93,2.33,0.46,4.46
2021-10-01,0.06,0.68,0.87,2.34,0.45,4.4
2021-10-02,0.06,0.58,0.86,2.3,0.44,4.22
2021-10-03,0.05,0.43,0.85,2.28,0.45,4.06
2021-10-04,0.05,0.67,0.88,2.36,0.47,4.43
2021-10-05,0.05,0.68,0.88,2.37,0.47,4.45
2021-10-06,0.05,0.68,0.88,2.36,0.47,4.44
2021-10-07,0.05,0.68,0.88,2.37,0.49,4.47
2021-10-08,0.05,0.68,0.89,2.38,0.47,4.48
2021-10-09,0.05,0.6,0.87,2.33,0.45,4.3
2021-10-10,0.05,0.47,0.86,2.3,0.44,4.11
2021-10-11,0.05,0.68,0.89,2.38,0.44,4.43
2021-10-12,0.05,0.68,0.88,2.37,0.41,4.39
2021-10-13,0.05,0.68,0.89,2.38,0.39,4.37
2021-10-14,0.05,0.68,0.89,2.38,0.41,4.41
2021-10-15,0.05,0.69,0.89,2.39,0.43,4.46
2021-10-16,0.05,0.6,0.87,2.34,0.43,4.3
2021-10-17,0.05,0.5,0.87,2.32,0.44,4.18
2021-10-18,0.05,0.68,0.9,2.4,0.46,4.49
2021-10-19,0.05,0.68,0.9,2.42,0.51,4.56
2021-10-20,0.05,0.68,0.91,2.44,0.55,4.62
2021-10-21,0.05,0.68,0.91,2.44,0.43,4.51
2021-10-22,0.05,0.68,0.9,2.42,0.39,4.45
2021-10-23,0.05,0.61,0.88,2.36,0.43,4.34
2021-10-24,0.05,0.5,0.88,2.35,0.5,4.28
2021-10-25,0.05,0.67,0.91,2.45,0.56,4.64
2021-10-26,0.05,0.68,0.92,2.46,0.56,4.66
2021-10-27,0.05,0.68,0.92,2.46,0.54,4.65
2021-10-28,0.05,0.68,0.92,2.46,0.51,4.61
2021-10-29,0.05,0.68,0.92,2.46,0.52,4.62
2021-10-30,0.05,0.58,0.89,2.4,0.49,4.41
2021-10-31,0.05,0.4,0.88,2.37,0.5,4.2
