date,Domestic Aviation,Ground Transport,Industry,Power,Residential,西班牙
2021-06-15,0.01,0.28,0.2,0.14,0.06,0.7
2021-06-16,0.01,0.28,0.22,0.16,0.06,0.74
2021-06-17,0.01,0.29,0.24,0.17,0.07,0.77
2021-06-18,0.01,0.29,0.21,0.15,0.07,0.73
2021-06-19,0.01,0.18,0.18,0.12,0.07,0.56
2021-06-20,0.01,0.12,0.1,0.07,0.07,0.38
2021-06-21,0.01,0.28,0.16,0.11,0.07,0.63
2021-06-22,0.01,0.28,0.19,0.13,0.07,0.68
2021-06-23,0.01,0.27,0.18,0.12,0.07,0.65
2021-06-24,0.01,0.23,0.14,0.1,0.07,0.54
2021-06-25,0.02,0.27,0.15,0.11,0.06,0.6
2021-06-26,0.01,0.17,0.12,0.08,0.06,0.44
2021-06-27,0.02,0.13,0.11,0.08,0.07,0.4
2021-06-28,0.01,0.26,0.14,0.1,0.07,0.59
2021-06-29,0.01,0.27,0.19,0.13,0.07,0.67
2021-06-30,0.01,0.27,0.18,0.13,0.06,0.66
2021-07-01,0.02,0.28,0.21,0.14,0.06,0.7
2021-07-02,0.02,0.27,0.2,0.14,0.06,0.69
2021-07-03,0.02,0.16,0.13,0.09,0.06,0.45
2021-07-04,0.02,0.11,0.12,0.08,0.06,0.38
2021-07-05,0.02,0.26,0.15,0.1,0.06,0.59
2021-07-06,0.02,0.26,0.16,0.11,0.06,0.61
2021-07-07,0.02,0.26,0.19,0.13,0.07,0.65
2021-07-08,0.02,0.26,0.19,0.13,0.06,0.66
2021-07-09,0.02,0.26,0.19,0.13,0.06,0.67
2021-07-10,0.02,0.15,0.16,0.11,0.06,0.49
2021-07-11,0.02,0.1,0.13,0.09,0.06,0.41
2021-07-12,0.02,0.25,0.13,0.09,0.06,0.56
2021-07-13,0.02,0.25,0.15,0.1,0.06,0.58
2021-07-14,0.02,0.25,0.13,0.09,0.06,0.55
2021-07-15,0.02,0.26,0.12,0.08,0.06,0.55
2021-07-16,0.02,0.26,0.14,0.1,0.06,0.57
2021-07-17,0.02,0.14,0.13,0.09,0.06,0.44
2021-07-18,0.02,0.11,0.12,0.08,0.06,0.38
2021-07-19,0.02,0.24,0.19,0.13,0.06,0.63
2021-07-20,0.02,0.24,0.22,0.15,0.06,0.68
2021-07-21,0.02,0.24,0.24,0.16,0.06,0.72
2021-07-22,0.02,0.24,0.21,0.14,0.06,0.66
2021-07-23,0.02,0.24,0.18,0.12,0.06,0.62
2021-07-24,0.02,0.14,0.13,0.09,0.06,0.44
2021-07-25,0.02,0.1,0.14,0.1,0.06,0.42
2021-07-26,0.02,0.24,0.2,0.14,0.06,0.65
2021-07-27,0.02,0.23,0.21,0.14,0.06,0.65
2021-07-28,0.02,0.23,0.17,0.12,0.06,0.6
2021-07-29,0.02,0.24,0.18,0.12,0.06,0.61
2021-07-30,0.02,0.24,0.14,0.1,0.06,0.56
2021-07-31,0.02,0.16,0.1,0.07,0.06,0.41
2021-08-01,0.02,0.1,0.11,0.08,0.06,0.37
2021-08-02,0.02,0.22,0.15,0.11,0.06,0.56
2021-08-03,0.02,0.2,0.15,0.11,0.06,0.54
2021-08-04,0.02,0.2,0.16,0.11,0.06,0.55
2021-08-05,0.02,0.2,0.13,0.09,0.06,0.5
2021-08-06,0.02,0.22,0.13,0.1,0.06,0.52
2021-08-07,0.02,0.14,0.11,0.08,0.06,0.4
2021-08-08,0.02,0.1,0.12,0.08,0.06,0.39
2021-08-09,0.02,0.2,0.14,0.1,0.06,0.53
2021-08-10,0.02,0.19,0.19,0.13,0.06,0.59
2021-08-11,0.02,0.18,0.19,0.14,0.06,0.59
2021-08-12,0.02,0.19,0.2,0.14,0.06,0.6
2021-08-13,0.02,0.19,0.21,0.15,0.06,0.62
2021-08-14,0.02,0.13,0.21,0.15,0.06,0.57
2021-08-15,0.02,0.11,0.16,0.11,0.06,0.45
2021-08-16,0.02,0.15,0.14,0.1,0.06,0.47
2021-08-17,0.02,0.19,0.14,0.1,0.06,0.51
2021-08-18,0.02,0.18,0.14,0.1,0.06,0.49
2021-08-19,0.02,0.17,0.17,0.12,0.06,0.54
2021-08-20,0.02,0.19,0.18,0.13,0.06,0.58
2021-08-21,0.02,0.13,0.16,0.11,0.06,0.48
2021-08-22,0.02,0.1,0.13,0.1,0.06,0.41
2021-08-23,0.02,0.2,0.14,0.1,0.06,0.51
2021-08-24,0.02,0.19,0.16,0.12,0.06,0.55
2021-08-25,0.02,0.2,0.22,0.16,0.06,0.65
2021-08-26,0.02,0.19,0.23,0.16,0.06,0.66
2021-08-27,0.02,0.19,0.2,0.14,0.06,0.62
2021-08-28,0.02,0.13,0.14,0.1,0.06,0.44
2021-08-29,0.02,0.1,0.13,0.1,0.06,0.41
2021-08-30,0.02,0.23,0.2,0.14,0.06,0.66
2021-08-31,0.02,0.23,0.21,0.15,0.06,0.68
2021-09-01,0.02,0.26,0.18,0.15,0.06,0.67
2021-09-02,0.02,0.27,0.19,0.16,0.06,0.7
2021-09-03,0.02,0.27,0.2,0.17,0.06,0.72
2021-09-04,0.02,0.17,0.17,0.14,0.06,0.56
2021-09-05,0.02,0.12,0.13,0.11,0.06,0.45
2021-09-06,0.02,0.27,0.17,0.15,0.06,0.67
2021-09-07,0.02,0.27,0.15,0.12,0.06,0.62
2021-09-08,0.02,0.26,0.18,0.15,0.06,0.66
2021-09-09,0.02,0.28,0.2,0.17,0.06,0.73
2021-09-10,0.02,0.29,0.21,0.18,0.06,0.76
2021-09-11,0.02,0.19,0.2,0.16,0.06,0.63
2021-09-12,0.02,0.14,0.15,0.13,0.06,0.5
2021-09-13,0.02,0.29,0.19,0.16,0.06,0.72
2021-09-14,0.02,0.28,0.23,0.19,0.07,0.78
2021-09-15,0.02,0.3,0.26,0.22,0.06,0.85
2021-09-16,0.02,0.3,0.2,0.17,0.06,0.75
2021-09-17,0.02,0.3,0.21,0.18,0.06,0.77
2021-09-18,0.02,0.21,0.13,0.11,0.07,0.54
2021-09-19,0.02,0.15,0.12,0.1,0.07,0.46
2021-09-20,0.02,0.3,0.12,0.1,0.07,0.61
2021-09-21,0.02,0.3,0.1,0.09,0.08,0.58
2021-09-22,0.02,0.3,0.13,0.11,0.07,0.63
2021-09-23,0.02,0.3,0.12,0.1,0.07,0.6
2021-09-24,0.02,0.29,0.16,0.14,0.06,0.68
2021-09-25,0.01,0.22,0.14,0.11,0.07,0.55
2021-09-26,0.02,0.16,0.13,0.11,0.07,0.48
2021-09-27,0.02,0.3,0.18,0.15,0.06,0.71
2021-09-28,0.01,0.3,0.18,0.15,0.07,0.71
2021-09-29,0.01,0.3,0.14,0.12,0.07,0.64
2021-09-30,0.02,0.3,0.18,0.15,0.07,0.72
2021-10-01,0.02,0.3,0.21,0.16,0.07,0.76
2021-10-02,0.01,0.22,0.1,0.08,0.06,0.48
2021-10-03,0.02,0.15,0.08,0.07,0.07,0.39
2021-10-04,0.02,0.3,0.11,0.08,0.09,0.6
2021-10-05,0.01,0.3,0.15,0.12,0.08,0.66
2021-10-06,0.01,0.3,0.17,0.13,0.07,0.69
2021-10-07,0.02,0.3,0.18,0.15,0.07,0.72
2021-10-08,0.02,0.31,0.18,0.14,0.07,0.72
2021-10-09,0.02,0.22,0.12,0.1,0.08,0.54
2021-10-10,0.02,0.15,0.09,0.07,0.08,0.4
2021-10-11,0.02,0.25,0.12,0.09,0.08,0.56
2021-10-12,0.02,0.14,0.13,0.11,0.08,0.48
2021-10-13,0.01,0.3,0.15,0.12,0.08,0.66
2021-10-14,0.02,0.3,0.19,0.15,0.08,0.74
2021-10-15,0.02,0.3,0.2,0.16,0.08,0.75
2021-10-16,0.01,0.22,0.19,0.15,0.08,0.65
2021-10-17,0.02,0.13,0.18,0.14,0.07,0.54
2021-10-18,0.02,0.3,0.22,0.17,0.07,0.77
2021-10-19,0.01,0.3,0.15,0.12,0.06,0.65
2021-10-20,0.01,0.3,0.14,0.11,0.07,0.62
2021-10-21,0.01,0.3,0.18,0.14,0.08,0.71
2021-10-22,0.02,0.31,0.17,0.13,0.09,0.72
2021-10-23,0.01,0.24,0.18,0.15,0.1,0.68
2021-10-24,0.02,0.15,0.17,0.14,0.1,0.58
2021-10-25,0.02,0.29,0.24,0.19,0.1,0.84
2021-10-26,0.01,0.3,0.24,0.19,0.09,0.84
2021-10-27,0.01,0.3,0.26,0.21,0.1,0.87
2021-10-28,0.01,0.3,0.17,0.14,0.09,0.72
2021-10-29,0.02,0.31,0.17,0.13,0.09,0.71
2021-10-30,0.01,0.23,0.11,0.09,0.07,0.52
2021-10-31,0.01,0.17,0.08,0.06,0.07,0.4
