date,Domestic Aviation,Ground Transport,Industry,Power,Residential,美国
2019-01-01,0.38,3.42,2.76,3.97,2.64,13.17
2019-01-02,0.47,4.31,2.99,4.62,3.17,15.56
2019-01-03,0.5,4.45,2.94,4.45,2.98,15.32
2019-01-04,0.48,4.62,2.92,4.36,2.82,15.21
2019-01-05,0.44,4.42,2.81,4.03,2.61,14.31
2019-01-06,0.42,3.96,2.56,3.45,2.51,12.9
2019-01-07,0.44,4.25,2.71,3.89,2.57,13.86
2019-01-08,0.47,4.26,2.72,3.79,2.32,13.56
2019-01-09,0.45,4.29,2.84,4.33,2.76,14.68
2019-01-10,0.52,4.41,2.97,4.83,3.34,16.06
2019-01-11,0.4,4.58,2.94,4.96,3.41,16.28
2019-01-12,0.4,4.37,2.83,4.58,3.31,15.49
2019-01-13,0.36,3.91,2.92,4.84,3.38,15.41
2019-01-14,0.43,4.27,3.12,5.39,3.53,16.73
2019-01-15,0.45,4.25,3.05,5.35,3.45,16.55
2019-01-16,0.41,4.32,2.97,5.28,3.18,16.16
2019-01-17,0.47,4.45,2.97,5.2,3.09,16.19
2019-01-18,0.49,4.6,2.78,4.56,2.95,15.38
2019-01-19,0.4,4.4,2.82,4.41,3.05,15.08
2019-01-20,0.32,3.97,3.01,4.98,3.57,15.86
2019-01-21,0.4,4.25,3.03,5.5,4.38,17.56
2019-01-22,0.46,4.28,2.94,5.37,3.81,16.86
2019-01-23,0.44,4.37,3.01,5.07,3.08,15.99
2019-01-24,0.47,4.53,2.99,4.86,2.93,15.79
2019-01-25,0.49,4.68,3.14,5.29,3.68,17.27
2019-01-26,0.41,4.46,3.02,5.05,3.75,16.69
2019-01-27,0.38,3.96,2.87,4.68,3.42,15.31
2019-01-28,0.4,4.21,2.86,4.74,3.32,15.53
2019-01-29,0.44,4.2,3.17,5.48,3.7,16.99
2019-01-30,0.43,4.16,3.32,6.02,4.37,18.3
2019-01-31,0.46,4.26,3.39,6.08,4.67,18.85
2019-02-01,0.49,4.39,2.86,5.27,3.95,16.97
2019-02-02,0.43,4.21,2.61,4.07,3.28,14.59
2019-02-03,0.37,3.78,2.43,3.54,2.44,12.56
2019-02-04,0.43,4.28,2.59,3.98,2.26,13.55
2019-02-05,0.48,4.21,2.73,4.39,2.49,14.3
2019-02-06,0.46,4.39,2.72,4.43,2.6,14.6
2019-02-07,0.48,4.55,2.77,4.37,2.65,14.81
2019-02-08,0.5,4.67,2.96,4.73,3.37,16.22
2019-02-09,0.42,4.44,2.95,4.71,3.89,16.42
2019-02-10,0.38,4.03,2.91,4.71,3.64,15.67
2019-02-11,0.44,4.42,2.85,4.7,3.2,15.6
2019-02-12,0.44,4.35,2.83,4.44,3.01,15.07
2019-02-13,0.47,4.49,2.78,4.27,3.13,15.13
2019-02-14,0.51,4.66,2.77,4.12,2.73,14.8
2019-02-15,0.53,4.79,2.81,4.11,2.65,14.89
2019-02-16,0.45,4.55,2.84,4.3,3.12,15.26
2019-02-17,0.38,3.94,2.79,4.23,3.34,14.68
2019-02-18,0.45,4.24,2.97,4.8,3.39,15.85
2019-02-19,0.5,4.25,3.15,5.24,3.74,16.88
2019-02-20,0.46,4.39,2.99,4.86,3.43,16.14
2019-02-21,0.5,4.55,2.9,4.53,2.99,15.47
2019-02-22,0.51,4.68,2.96,4.64,2.93,15.71
2019-02-23,0.44,4.46,2.73,3.93,2.81,14.37
2019-02-24,0.41,3.95,2.75,3.87,2.67,13.64
2019-02-25,0.45,4.46,2.92,4.41,3.19,15.43
2019-02-26,0.49,4.35,2.95,4.64,3.22,15.66
2019-02-27,0.5,4.28,2.94,4.6,3.11,15.45
2019-02-28,0.52,4.4,2.96,4.6,3.24,15.72
2019-03-01,0.48,4.28,3.03,4.72,3.05,15.55
2019-03-02,0.42,4.08,2.84,4.44,2.86,14.63
2019-03-03,0.39,3.59,2.83,4.4,3.08,14.29
2019-03-04,0.43,4.02,3.18,5.35,3.74,16.72
2019-03-05,0.47,3.91,3.21,5.5,3.91,16.99
2019-03-06,0.47,3.98,3.07,5.26,3.73,16.51
2019-03-07,0.49,4.12,2.92,4.92,3.34,15.79
2019-03-08,0.5,4.56,2.85,4.61,2.93,15.45
2019-03-09,0.44,4.33,2.59,3.75,2.59,13.71
2019-03-10,0.44,3.83,2.57,3.48,2.34,12.67
2019-03-11,0.47,4.45,2.81,4.22,2.34,14.28
2019-03-12,0.48,4.2,2.67,3.94,2.39,13.68
2019-03-13,0.47,4.18,2.62,3.75,2.18,13.21
2019-03-14,0.48,4.3,2.59,3.57,1.73,12.67
2019-03-15,0.51,4.75,2.64,3.65,1.85,13.4
2019-03-16,0.45,4.51,2.73,3.76,2.31,13.77
2019-03-17,0.44,4.08,2.73,3.82,2.53,13.6
2019-03-18,0.46,4.58,2.84,4.24,2.48,14.61
2019-03-19,0.48,4.52,2.76,4.05,2.39,14.2
2019-03-20,0.49,4.44,2.78,4.06,2.25,14.02
2019-03-21,0.5,4.54,2.8,4.07,2.13,14.04
2019-03-22,0.5,4.98,2.65,3.72,2.15,14.0
2019-03-23,0.45,4.72,2.55,3.41,2.23,13.37
2019-03-24,0.43,4.32,2.58,3.42,1.95,12.7
2019-03-25,0.45,4.98,2.77,3.88,1.88,13.96
2019-03-26,0.48,4.93,2.73,3.86,2.25,14.24
2019-03-27,0.49,4.67,2.57,3.55,2.14,13.41
2019-03-28,0.51,4.74,2.59,3.46,1.77,13.06
2019-03-29,0.5,4.85,2.59,3.51,1.61,13.06
2019-03-30,0.45,4.6,2.46,3.11,1.63,12.24
2019-03-31,0.44,4.28,2.61,3.48,2.15,12.95
2019-04-01,0.47,4.66,2.94,3.94,2.46,14.47
2019-04-02,0.5,4.61,2.83,3.88,2.15,13.97
2019-04-03,0.49,4.51,2.74,3.61,1.77,13.12
2019-04-04,0.5,4.61,2.87,3.72,1.61,13.31
2019-04-05,0.51,4.73,2.79,3.69,1.72,13.45
2019-04-06,0.44,4.49,2.66,3.29,1.42,12.3
2019-04-07,0.42,4.11,2.61,3.12,1.12,11.39
2019-04-08,0.47,4.64,2.82,3.72,0.92,12.58
2019-04-09,0.5,4.62,2.7,3.55,1.1,12.47
2019-04-10,0.53,4.45,2.55,3.31,1.49,12.34
2019-04-11,0.35,4.54,2.62,3.41,1.64,12.56
2019-04-12,0.51,4.64,2.63,3.5,1.49,12.77
2019-04-13,0.44,4.38,2.52,3.24,1.37,11.94
2019-04-14,0.4,4.1,2.54,3.22,1.51,11.78
2019-04-15,0.47,4.54,2.58,3.32,1.58,12.49
2019-04-16,0.5,4.53,2.63,3.38,1.42,12.46
2019-04-17,0.5,4.45,2.64,3.27,1.16,12.02
2019-04-18,0.51,4.55,2.61,3.28,1.08,12.03
2019-04-19,0.48,4.68,2.64,3.23,1.17,12.21
2019-04-20,0.43,4.44,2.46,2.79,1.28,11.4
2019-04-21,0.4,4.12,2.33,2.56,1.21,10.62
2019-04-22,0.48,4.62,2.6,3.18,1.05,11.93
2019-04-23,0.5,4.57,2.73,3.51,0.93,12.23
2019-04-24,0.49,4.45,2.83,3.72,1.05,12.55
2019-04-25,0.52,4.56,2.78,3.56,1.06,12.48
2019-04-26,0.5,4.68,2.65,3.33,1.1,12.27
2019-04-27,0.44,4.46,2.52,2.97,1.38,11.77
2019-04-28,0.44,4.12,2.55,3.06,1.5,11.65
2019-04-29,0.47,4.59,2.76,3.59,1.47,12.89
2019-04-30,0.49,4.56,2.82,3.81,1.33,13.01
2019-05-01,0.5,4.93,2.76,3.92,1.21,13.31
2019-05-02,0.5,5.03,2.73,3.89,1.11,13.26
2019-05-03,0.51,5.16,2.73,3.91,1.16,13.47
2019-05-04,0.43,4.9,2.61,3.68,1.08,12.72
2019-05-05,0.42,4.55,2.46,3.33,1.05,11.81
2019-05-06,0.47,4.29,2.62,3.69,0.96,12.02
2019-05-07,0.49,4.38,2.68,3.78,1.01,12.34
2019-05-08,0.49,4.41,2.58,3.68,1.03,12.19
2019-05-09,0.52,4.52,2.6,3.71,1.05,12.4
2019-05-10,0.51,4.68,2.68,3.87,1.13,12.87
2019-05-11,0.43,4.44,2.55,3.43,1.15,12.0
2019-05-12,0.39,4.19,2.49,3.33,1.34,11.74
2019-05-13,0.46,4.28,2.61,3.72,1.39,12.47
2019-05-14,0.51,4.38,2.64,3.76,1.29,12.58
2019-05-15,0.51,4.5,2.7,3.83,1.04,12.57
2019-05-16,0.53,4.57,2.63,3.7,0.79,12.22
2019-05-17,0.54,4.82,2.58,3.67,0.83,12.43
2019-05-18,0.44,4.55,2.55,3.57,0.88,11.99
2019-05-19,0.45,4.17,2.57,3.61,0.84,11.64
2019-05-20,0.49,4.41,2.65,3.98,0.95,12.49
2019-05-21,0.52,4.45,2.59,3.79,1.09,12.44
2019-05-22,0.53,4.54,2.63,4.0,0.92,12.62
2019-05-23,0.53,4.55,2.73,4.19,0.79,12.78
2019-05-24,0.54,4.95,2.72,4.23,0.77,13.21
2019-05-25,0.46,4.7,2.56,3.85,0.73,12.31
2019-05-26,0.38,4.44,2.55,3.92,0.71,12.0
2019-05-27,0.43,4.23,2.51,3.85,0.76,11.78
2019-05-28,0.48,4.62,2.75,4.43,0.79,13.07
2019-05-29,0.49,4.65,2.86,4.66,0.8,13.46
2019-05-30,0.53,4.7,2.89,4.68,0.73,13.53
2019-05-31,0.54,5.04,2.88,4.6,0.65,13.71
2019-06-01,0.45,4.59,2.53,4.21,0.74,12.52
2019-06-02,0.43,4.3,2.51,4.13,0.78,12.14
2019-06-03,0.48,4.61,2.6,4.31,0.89,12.88
2019-06-04,0.51,4.5,2.6,4.36,0.85,12.82
2019-06-05,0.51,4.48,2.75,4.78,0.7,13.21
2019-06-06,0.53,4.72,2.75,4.85,0.71,13.56
2019-06-07,0.53,5.0,2.67,4.57,0.72,13.49
2019-06-08,0.46,4.71,2.51,3.89,0.73,12.3
2019-06-09,0.44,4.32,2.47,3.73,0.73,11.69
2019-06-10,0.48,4.5,2.69,4.35,0.71,12.72
2019-06-11,0.53,4.5,2.65,4.36,0.7,12.73
2019-06-12,0.53,4.56,2.61,4.1,0.71,12.52
2019-06-13,0.55,4.64,2.53,3.98,0.86,12.57
2019-06-14,0.54,4.97,2.38,3.63,0.8,12.31
2019-06-15,0.47,4.71,2.45,3.78,0.7,12.1
2019-06-16,0.45,4.27,2.52,4.06,0.74,12.04
2019-06-17,0.5,4.46,2.73,4.81,0.73,13.24
2019-06-18,0.52,4.44,2.74,4.94,0.69,13.34
2019-06-19,0.53,4.49,2.77,5.03,0.68,13.5
2019-06-20,0.54,4.54,2.64,4.82,0.72,13.26
2019-06-21,0.55,4.81,2.6,4.46,0.74,13.16
2019-06-22,0.48,4.64,2.49,4.14,0.72,12.47
2019-06-23,0.46,4.38,2.52,4.19,0.7,12.25
2019-06-24,0.49,4.55,2.68,4.79,0.68,13.19
2019-06-25,0.52,4.56,2.7,4.99,0.67,13.44
2019-06-26,0.52,4.61,2.77,5.2,0.67,13.77
2019-06-27,0.53,4.71,2.72,5.31,0.68,13.95
2019-06-28,0.52,4.93,2.76,5.41,0.67,14.28
2019-06-29,0.46,4.75,2.72,5.24,0.66,13.83
2019-06-30,0.44,4.43,2.64,5.05,0.65,13.21
2019-07-01,0.44,4.5,2.48,5.45,0.66,13.53
2019-07-02,0.46,4.51,2.53,5.61,0.67,13.79
2019-07-03,0.48,4.57,2.53,5.52,0.68,13.78
2019-07-04,0.4,4.24,2.4,5.04,0.67,12.75
2019-07-05,0.38,4.91,2.5,5.31,0.67,13.77
2019-07-06,0.42,4.73,2.5,5.23,0.67,13.55
2019-07-07,0.45,4.44,2.52,5.13,0.67,13.22
2019-07-08,0.49,4.55,2.57,5.37,0.67,13.65
2019-07-09,0.52,4.5,2.61,5.52,0.67,13.82
2019-07-10,0.52,4.56,2.69,5.82,0.66,14.25
2019-07-11,0.5,4.67,2.72,5.89,0.65,14.44
2019-07-12,0.52,4.92,2.68,5.62,0.65,14.39
2019-07-13,0.47,4.72,2.67,5.57,0.65,14.08
2019-07-14,0.45,4.41,2.63,5.54,0.65,13.69
2019-07-15,0.48,4.51,2.7,5.93,0.65,14.28
2019-07-16,0.51,4.48,2.7,6.07,0.65,14.42
2019-07-17,0.52,4.58,2.7,6.03,0.66,14.48
2019-07-18,0.52,4.61,2.65,5.84,0.66,14.28
2019-07-19,0.53,4.95,2.69,6.01,0.66,14.85
2019-07-20,0.46,4.76,2.62,5.71,0.66,14.22
2019-07-21,0.45,4.44,2.63,5.71,0.66,13.88
2019-07-22,0.48,4.54,2.64,5.69,0.65,13.99
2019-07-23,0.51,4.5,2.63,5.36,0.65,13.65
2019-07-24,0.53,4.59,2.62,5.25,0.65,13.64
2019-07-25,0.53,4.6,2.59,5.07,0.65,13.44
2019-07-26,0.53,4.95,2.62,5.15,0.65,13.9
2019-07-27,0.47,4.77,2.6,5.09,0.65,13.58
2019-07-28,0.45,4.47,2.61,5.14,0.65,13.33
2019-07-29,0.47,4.57,2.75,5.78,0.65,14.22
2019-07-30,0.5,4.5,2.77,5.83,0.66,14.26
2019-07-31,0.51,4.62,2.71,5.54,0.65,14.03
2019-08-01,0.52,4.81,2.76,5.45,0.68,14.22
2019-08-02,0.51,5.04,2.76,5.36,0.67,14.34
2019-08-03,0.46,4.88,2.73,5.27,0.67,14.02
2019-08-04,0.45,4.5,2.77,5.32,0.67,13.71
2019-08-05,0.48,4.6,2.88,5.74,0.67,14.37
2019-08-06,0.5,4.6,2.94,5.87,0.67,14.58
2019-08-07,0.5,4.67,2.81,5.77,0.67,14.43
2019-08-08,0.51,4.51,2.72,5.67,0.68,14.09
2019-08-09,0.52,5.0,2.71,5.6,0.68,14.5
2019-08-10,0.46,4.81,2.59,5.13,0.68,13.67
2019-08-11,0.44,4.49,2.56,5.04,0.69,13.22
2019-08-12,0.48,4.58,2.79,5.8,0.68,14.32
2019-08-13,0.5,4.56,2.84,6.05,0.67,14.62
2019-08-14,0.5,4.64,2.8,5.91,0.67,14.52
2019-08-15,0.51,4.67,2.77,5.73,0.67,14.35
2019-08-16,0.52,5.01,2.72,5.53,0.68,14.45
2019-08-17,0.45,4.82,2.63,5.23,0.68,13.81
2019-08-18,0.43,4.49,2.62,5.29,0.68,13.52
2019-08-19,0.47,4.59,2.78,5.96,0.68,14.47
2019-08-20,0.49,4.55,2.81,5.92,0.68,14.44
2019-08-21,0.49,4.64,2.76,5.84,0.68,14.41
2019-08-22,0.51,4.64,2.74,5.69,0.69,14.28
2019-08-23,0.5,5.0,2.61,5.08,0.7,13.89
2019-08-24,0.45,4.82,2.46,4.39,0.71,12.83
2019-08-25,0.42,4.48,2.42,4.25,0.7,12.27
2019-08-26,0.46,4.57,2.59,4.8,0.71,13.13
2019-08-27,0.48,4.55,2.57,4.9,0.71,13.22
2019-08-28,0.49,4.65,2.63,5.04,0.69,13.5
2019-08-29,0.51,4.61,2.6,4.9,0.68,13.29
2019-08-30,0.52,5.01,2.55,4.89,0.69,13.66
2019-08-31,0.44,4.83,2.49,4.52,0.71,12.99
2019-09-01,0.35,4.6,2.67,4.55,0.62,12.8
2019-09-02,0.42,4.56,2.73,4.78,0.6,13.1
2019-09-03,0.43,4.43,2.84,5.18,0.6,13.48
2019-09-04,0.47,4.52,2.95,5.49,0.61,14.04
2019-09-05,0.5,4.51,2.91,5.27,0.65,13.85
2019-09-06,0.5,4.89,2.85,5.14,0.66,14.03
2019-09-07,0.43,4.71,2.68,4.73,0.65,13.2
2019-09-08,0.42,4.49,2.56,4.48,0.67,12.63
2019-09-09,0.47,4.46,2.66,4.93,0.69,13.21
2019-09-10,0.5,4.44,2.73,5.21,0.64,13.51
2019-09-11,0.5,4.49,2.8,5.39,0.63,13.81
2019-09-12,0.53,4.51,2.8,5.39,0.65,13.88
2019-09-13,0.53,4.88,2.79,5.15,0.69,14.04
2019-09-14,0.44,4.7,2.67,4.62,0.66,13.09
2019-09-15,0.43,4.47,2.69,4.74,0.62,12.95
2019-09-16,0.48,4.46,2.79,5.24,0.63,13.6
2019-09-17,0.5,4.42,2.69,5.07,0.67,13.35
2019-09-18,0.5,4.47,2.66,4.96,0.71,13.3
2019-09-19,0.51,4.49,2.64,4.78,0.78,13.2
2019-09-20,0.52,4.84,2.59,4.61,0.71,13.26
2019-09-21,0.45,4.61,2.51,4.26,0.64,12.47
2019-09-22,0.44,4.28,2.61,4.55,0.65,12.53
2019-09-23,0.48,4.3,2.74,5.11,0.65,13.27
2019-09-24,0.51,4.3,2.64,4.76,0.64,12.85
2019-09-25,0.51,4.28,2.62,4.82,0.66,12.88
2019-09-26,0.52,4.37,2.62,4.82,0.68,13.01
2019-09-27,0.52,4.7,2.51,4.62,0.73,13.08
2019-09-28,0.44,4.48,2.52,4.43,0.74,12.62
2019-09-29,0.43,4.13,2.44,4.22,0.81,12.03
2019-09-30,0.48,4.17,2.59,4.72,0.81,12.78
2019-10-01,0.49,4.84,3.0,5.02,0.68,14.03
2019-10-02,0.48,4.79,3.11,5.36,0.69,14.43
2019-10-03,0.51,4.92,3.02,5.0,0.81,14.25
2019-10-04,0.51,5.27,2.92,4.54,0.9,14.15
2019-10-05,0.43,5.01,2.7,3.73,1.04,12.91
2019-10-06,0.43,4.61,2.69,3.75,0.81,12.3
2019-10-07,0.47,4.68,2.83,4.22,0.75,12.94
2019-10-08,0.49,4.71,2.67,3.83,0.85,12.54
2019-10-09,0.48,4.67,2.64,3.74,0.91,12.45
2019-10-10,0.5,4.79,2.74,3.93,0.9,12.86
2019-10-11,0.51,5.08,2.6,3.63,0.99,12.8
2019-10-12,0.44,4.84,2.48,3.18,1.27,12.21
2019-10-13,0.42,4.41,2.52,3.29,1.18,11.82
2019-10-14,0.47,5.65,2.74,3.8,1.11,13.77
2019-10-15,0.49,4.59,2.68,3.71,1.08,12.54
2019-10-16,0.49,4.55,2.71,3.85,1.11,12.71
2019-10-17,0.51,4.68,2.62,3.54,1.26,12.61
2019-10-18,0.52,4.94,2.53,3.35,1.27,12.6
2019-10-19,0.44,4.7,2.6,3.44,1.26,12.44
2019-10-20,0.42,4.24,2.52,3.3,1.11,11.58
2019-10-21,0.47,4.47,2.63,3.61,0.98,12.16
2019-10-22,0.49,4.54,2.64,3.67,1.02,12.37
2019-10-23,0.5,4.51,2.62,3.58,1.12,12.34
2019-10-24,0.51,4.55,2.74,3.78,1.26,12.84
2019-10-25,0.51,4.78,2.73,3.77,1.32,13.11
2019-10-26,0.44,4.62,2.62,3.38,1.25,12.3
2019-10-27,0.42,4.34,2.54,3.19,1.13,11.61
2019-10-28,0.45,4.39,2.83,3.93,1.32,12.92
2019-10-29,0.46,4.35,2.91,4.17,1.43,13.32
2019-10-30,0.46,4.03,2.93,4.12,1.49,13.03
2019-10-31,0.45,4.43,2.95,4.24,1.49,13.55
2019-11-01,0.47,4.76,2.74,3.96,2.19,14.13
2019-11-02,0.43,4.58,2.71,3.76,2.24,13.72
2019-11-03,0.4,4.22,2.6,3.38,2.13,12.72
2019-11-04,0.48,4.47,2.75,4.01,1.9,13.62
2019-11-05,0.49,4.46,2.88,4.27,1.75,13.85
2019-11-06,0.5,4.43,2.8,4.13,1.89,13.75
2019-11-07,0.52,4.54,2.9,4.32,2.09,14.36
2019-11-08,0.53,4.82,2.98,4.48,2.58,15.4
2019-11-09,0.46,4.59,2.81,4.17,2.55,14.59
2019-11-10,0.43,4.36,2.68,3.71,2.06,13.24
2019-11-11,0.47,4.35,2.78,4.11,2.13,13.84
2019-11-12,0.5,4.44,3.24,5.02,2.87,16.06
2019-11-13,0.51,4.54,3.23,5.21,3.29,16.78
2019-11-14,0.53,4.61,3.15,5.1,2.82,16.21
2019-11-15,0.54,4.67,3.03,4.57,2.5,15.3
2019-11-16,0.46,4.57,2.79,3.97,2.45,14.24
2019-11-17,0.42,4.19,2.85,4.1,2.44,14.01
2019-11-18,0.48,4.41,3.01,4.41,2.17,14.48
2019-11-19,0.51,4.56,2.91,4.24,2.04,14.26
2019-11-20,0.52,4.47,2.76,3.87,2.01,13.64
2019-11-21,0.53,4.49,2.78,3.93,2.02,13.75
2019-11-22,0.55,4.76,2.87,4.03,2.11,14.32
2019-11-23,0.5,4.52,2.82,3.77,2.46,14.07
2019-11-24,0.45,4.1,2.75,3.67,2.28,13.26
2019-11-25,0.47,4.51,2.77,3.76,2.12,13.64
2019-11-26,0.51,4.67,2.74,3.68,2.07,13.67
2019-11-27,0.55,4.9,2.78,3.63,2.01,13.87
2019-11-28,0.43,4.52,2.79,3.6,2.39,13.73
2019-11-29,0.32,4.68,2.78,3.68,2.59,14.05
2019-11-30,0.45,4.6,2.62,3.24,2.45,13.37
2019-12-01,0.52,4.35,2.68,3.5,2.58,13.63
2019-12-02,0.53,4.28,2.98,4.37,2.82,14.97
2019-12-03,0.53,4.38,2.87,4.27,2.88,14.93
2019-12-04,0.53,4.32,2.88,4.33,2.63,14.7
2019-12-05,0.55,4.36,2.81,4.09,2.5,14.31
2019-12-06,0.54,4.55,2.83,4.25,2.45,14.62
2019-12-07,0.46,4.28,2.69,3.77,2.68,13.88
2019-12-08,0.43,4.12,2.64,3.74,2.62,13.55
2019-12-09,0.47,4.21,2.72,3.88,2.1,13.38
2019-12-10,0.52,4.36,2.9,4.24,2.42,14.44
2019-12-11,0.52,4.38,3.0,4.61,3.19,15.7
2019-12-12,0.55,4.51,3.0,4.63,3.12,15.81
2019-12-13,0.53,4.68,2.99,4.54,2.7,15.44
2019-12-14,0.46,4.47,2.84,4.04,2.43,14.23
2019-12-15,0.42,4.02,2.83,4.04,2.72,14.03
2019-12-16,0.47,4.26,2.96,4.39,2.93,15.01
2019-12-17,0.51,4.31,3.08,4.57,3.07,15.54
2019-12-18,0.53,4.32,2.98,4.81,3.4,16.04
2019-12-19,0.56,4.44,3.08,4.8,3.62,16.51
2019-12-20,0.58,4.92,3.04,4.55,3.25,16.33
2019-12-21,0.55,4.65,2.92,4.05,2.98,15.15
2019-12-22,0.52,4.32,2.88,3.98,2.78,14.48
2019-12-23,0.52,4.7,2.88,3.87,2.51,14.49
2019-12-24,0.5,4.38,2.66,3.36,2.43,13.34
2019-12-25,0.36,4.2,2.6,3.17,2.49,12.83
2019-12-26,0.48,4.46,2.73,3.56,2.33,13.56
2019-12-27,0.55,4.63,2.71,3.52,2.27,13.68
2019-12-28,0.5,4.38,2.62,3.25,2.27,13.03
2019-12-29,0.49,3.88,2.58,3.12,2.2,12.26
2019-12-30,0.48,3.55,2.75,3.48,2.39,12.64
2019-12-31,0.49,4.62,2.78,3.54,2.8,14.24
2020-01-01,0.4,3.64,2.61,3.16,2.9,12.72
2020-01-02,0.48,4.46,2.72,3.68,2.61,13.95
2020-01-03,0.53,4.66,2.72,3.65,2.3,13.86
2020-01-04,0.49,4.28,2.68,3.43,2.46,13.34
2020-01-05,0.49,3.8,2.6,3.3,2.84,13.03
