date,Domestic Aviation,Ground Transport,Industry,Power,Residential,意大利
2019-01-01,0.0,0.2,0.07,0.16,0.39,0.82
2019-01-02,0.0,0.18,0.1,0.23,0.39,0.91
2019-01-03,0.0,0.24,0.11,0.25,0.45,1.06
2019-01-04,0.0,0.24,0.13,0.29,0.5,1.17
2019-01-05,0.0,0.2,0.11,0.25,0.46,1.04
2019-01-06,0.01,0.15,0.1,0.22,0.4,0.88
2019-01-07,0.01,0.2,0.16,0.35,0.42,1.13
2019-01-08,0.0,0.26,0.17,0.38,0.42,1.24
2019-01-09,0.0,0.26,0.16,0.36,0.4,1.2
2019-01-10,0.0,0.26,0.16,0.37,0.43,1.23
2019-01-11,0.0,0.26,0.18,0.39,0.46,1.3
2019-01-12,0.0,0.22,0.13,0.28,0.45,1.08
2019-01-13,0.0,0.17,0.11,0.24,0.4,0.92
2019-01-14,0.0,0.26,0.15,0.33,0.34,1.07
2019-01-15,0.0,0.26,0.16,0.35,0.38,1.16
2019-01-16,0.0,0.27,0.17,0.38,0.38,1.21
2019-01-17,0.0,0.26,0.17,0.39,0.35,1.18
2019-01-18,0.01,0.27,0.17,0.38,0.35,1.17
2019-01-19,0.0,0.23,0.14,0.32,0.4,1.1
2019-01-20,0.0,0.18,0.13,0.28,0.42,1.02
2019-01-21,0.0,0.26,0.18,0.4,0.42,1.26
2019-01-22,0.0,0.27,0.18,0.4,0.43,1.29
2019-01-23,0.0,0.27,0.18,0.4,0.45,1.31
2019-01-24,0.0,0.27,0.19,0.42,0.43,1.31
2019-01-25,0.01,0.27,0.16,0.36,0.45,1.24
2019-01-26,0.0,0.23,0.12,0.26,0.44,1.05
2019-01-27,0.0,0.18,0.11,0.24,0.41,0.94
2019-01-28,0.0,0.26,0.14,0.31,0.38,1.1
2019-01-29,0.0,0.27,0.17,0.37,0.42,1.23
2019-01-30,0.0,0.26,0.17,0.38,0.44,1.25
2019-01-31,0.0,0.27,0.15,0.33,0.42,1.17
2019-02-01,0.01,0.27,0.2,0.32,0.35,1.14
2019-02-02,0.0,0.23,0.14,0.22,0.33,0.92
2019-02-03,0.0,0.17,0.11,0.18,0.36,0.83
2019-02-04,0.0,0.26,0.19,0.31,0.37,1.15
2019-02-05,0.0,0.26,0.19,0.3,0.38,1.14
2019-02-06,0.0,0.26,0.17,0.28,0.38,1.1
2019-02-07,0.0,0.26,0.2,0.32,0.38,1.17
2019-02-08,0.01,0.27,0.2,0.33,0.37,1.17
2019-02-09,0.0,0.23,0.15,0.24,0.37,0.99
2019-02-10,0.0,0.17,0.11,0.18,0.33,0.79
2019-02-11,0.01,0.26,0.16,0.26,0.33,1.01
2019-02-12,0.0,0.27,0.16,0.26,0.37,1.06
2019-02-13,0.0,0.26,0.17,0.27,0.39,1.09
2019-02-14,0.0,0.27,0.17,0.28,0.36,1.08
2019-02-15,0.01,0.27,0.18,0.28,0.34,1.07
2019-02-16,0.0,0.22,0.14,0.22,0.35,0.93
2019-02-17,0.0,0.18,0.11,0.19,0.34,0.83
2019-02-18,0.01,0.26,0.18,0.3,0.34,1.09
2019-02-19,0.0,0.26,0.21,0.33,0.35,1.16
2019-02-20,0.0,0.27,0.21,0.34,0.35,1.18
2019-02-21,0.0,0.26,0.21,0.33,0.34,1.15
2019-02-22,0.01,0.27,0.18,0.29,0.3,1.03
2019-02-23,0.0,0.22,0.11,0.17,0.39,0.89
2019-02-24,0.0,0.17,0.1,0.16,0.4,0.83
2019-02-25,0.0,0.26,0.16,0.26,0.35,1.04
2019-02-26,0.0,0.26,0.17,0.27,0.3,1.01
2019-02-27,0.0,0.26,0.16,0.25,0.26,0.94
2019-02-28,0.0,0.27,0.18,0.29,0.28,1.02
2019-03-01,0.01,0.27,0.16,0.26,0.28,0.97
2019-03-02,0.0,0.23,0.12,0.2,0.28,0.82
2019-03-03,0.0,0.18,0.12,0.2,0.28,0.79
2019-03-04,0.0,0.26,0.15,0.25,0.29,0.95
2019-03-05,0.0,0.26,0.16,0.27,0.27,0.97
2019-03-06,0.0,0.26,0.18,0.3,0.28,1.03
2019-03-07,0.0,0.27,0.17,0.28,0.23,0.95
2019-03-08,0.0,0.27,0.18,0.29,0.24,0.98
2019-03-09,0.0,0.23,0.12,0.2,0.25,0.8
2019-03-10,0.0,0.18,0.1,0.17,0.24,0.7
2019-03-11,0.0,0.26,0.14,0.23,0.26,0.9
2019-03-12,0.0,0.27,0.15,0.24,0.33,0.99
2019-03-13,0.0,0.27,0.18,0.3,0.33,1.08
2019-03-14,0.0,0.27,0.17,0.28,0.31,1.04
2019-03-15,0.01,0.27,0.17,0.28,0.26,0.97
2019-03-16,0.0,0.23,0.12,0.2,0.23,0.78
2019-03-17,0.0,0.19,0.13,0.21,0.25,0.79
2019-03-18,0.0,0.26,0.16,0.26,0.27,0.96
2019-03-19,0.0,0.27,0.2,0.32,0.31,1.1
2019-03-20,0.0,0.26,0.18,0.3,0.31,1.05
2019-03-21,0.0,0.27,0.16,0.26,0.28,0.97
2019-03-22,0.01,0.27,0.16,0.26,0.24,0.93
2019-03-23,0.0,0.24,0.11,0.19,0.21,0.75
2019-03-24,0.0,0.2,0.11,0.19,0.19,0.7
2019-03-25,0.0,0.27,0.14,0.24,0.21,0.86
2019-03-26,0.0,0.27,0.16,0.26,0.28,0.96
2019-03-27,0.0,0.27,0.17,0.28,0.29,1.01
2019-03-28,0.0,0.27,0.14,0.24,0.28,0.93
2019-03-29,0.01,0.27,0.14,0.23,0.26,0.91
2019-03-30,0.0,0.24,0.11,0.18,0.24,0.78
2019-03-31,0.0,0.2,0.11,0.19,0.23,0.73
2019-04-01,0.01,0.27,0.18,0.28,0.2,0.94
2019-04-02,0.0,0.27,0.2,0.31,0.2,1.0
2019-04-03,0.0,0.27,0.2,0.31,0.24,1.02
2019-04-04,0.01,0.27,0.19,0.29,0.26,1.02
2019-04-05,0.01,0.27,0.18,0.28,0.28,1.01
2019-04-06,0.0,0.24,0.15,0.22,0.25,0.87
2019-04-07,0.0,0.2,0.13,0.2,0.27,0.79
2019-04-08,0.01,0.27,0.17,0.27,0.26,0.97
2019-04-09,0.01,0.27,0.18,0.28,0.23,0.97
2019-04-10,0.01,0.27,0.17,0.26,0.24,0.95
2019-04-11,0.0,0.27,0.2,0.3,0.26,1.03
2019-04-12,0.01,0.27,0.19,0.29,0.25,1.01
2019-04-13,0.0,0.25,0.15,0.23,0.27,0.89
2019-04-14,0.0,0.2,0.13,0.2,0.29,0.83
2019-04-15,0.01,0.22,0.15,0.24,0.25,0.86
2019-04-16,0.01,0.27,0.18,0.27,0.23,0.96
2019-04-17,0.01,0.27,0.18,0.27,0.21,0.93
2019-04-18,0.01,0.27,0.16,0.24,0.19,0.86
2019-04-19,0.01,0.27,0.14,0.21,0.18,0.81
2019-04-20,0.0,0.23,0.11,0.16,0.17,0.67
2019-04-21,0.0,0.18,0.09,0.15,0.15,0.58
2019-04-22,0.0,0.19,0.1,0.15,0.17,0.6
2019-04-23,0.01,0.27,0.16,0.24,0.19,0.85
2019-04-24,0.01,0.26,0.16,0.24,0.15,0.82
2019-04-25,0.0,0.23,0.12,0.18,0.14,0.68
2019-04-26,0.01,0.26,0.12,0.19,0.16,0.74
2019-04-27,0.0,0.23,0.09,0.14,0.18,0.64
2019-04-28,0.01,0.19,0.09,0.14,0.22,0.65
2019-04-29,0.01,0.22,0.14,0.22,0.26,0.84
2019-04-30,0.0,0.27,0.15,0.23,0.22,0.87
2019-05-01,0.01,0.24,0.12,0.17,0.19,0.72
2019-05-02,0.01,0.27,0.17,0.24,0.18,0.86
2019-05-03,0.01,0.27,0.18,0.25,0.19,0.9
2019-05-04,0.0,0.24,0.15,0.21,0.2,0.81
2019-05-05,0.0,0.19,0.11,0.15,0.27,0.72
2019-05-06,0.01,0.22,0.14,0.19,0.26,0.83
2019-05-07,0.01,0.27,0.17,0.22,0.24,0.9
2019-05-08,0.01,0.27,0.19,0.26,0.23,0.96
2019-05-09,0.01,0.27,0.17,0.24,0.18,0.87
2019-05-10,0.01,0.27,0.18,0.24,0.15,0.84
2019-05-11,0.0,0.24,0.13,0.18,0.16,0.71
2019-05-12,0.01,0.2,0.11,0.15,0.2,0.66
2019-05-13,0.01,0.22,0.18,0.25,0.19,0.84
2019-05-14,0.01,0.27,0.17,0.23,0.21,0.89
2019-05-15,0.01,0.27,0.19,0.25,0.26,0.97
2019-05-16,0.01,0.27,0.18,0.24,0.21,0.9
2019-05-17,0.01,0.27,0.18,0.24,0.18,0.88
2019-05-18,0.01,0.24,0.14,0.18,0.18,0.75
2019-05-19,0.0,0.2,0.12,0.16,0.18,0.66
2019-05-20,0.01,0.22,0.15,0.2,0.18,0.75
2019-05-21,0.0,0.27,0.14,0.19,0.14,0.74
2019-05-22,0.01,0.27,0.14,0.19,0.13,0.74
2019-05-23,0.01,0.27,0.15,0.2,0.12,0.74
2019-05-24,0.01,0.27,0.15,0.2,0.11,0.74
2019-05-25,0.01,0.24,0.11,0.15,0.11,0.63
2019-05-26,0.01,0.2,0.1,0.13,0.12,0.56
2019-05-27,0.01,0.22,0.13,0.18,0.14,0.68
2019-05-28,0.01,0.27,0.13,0.18,0.13,0.72
2019-05-29,0.01,0.27,0.13,0.17,0.14,0.72
2019-05-30,0.01,0.27,0.15,0.2,0.14,0.75
2019-05-31,0.01,0.27,0.13,0.17,0.11,0.69
2019-06-01,0.01,0.24,0.08,0.13,0.1,0.55
2019-06-02,0.01,0.2,0.08,0.12,0.09,0.5
2019-06-03,0.01,0.22,0.11,0.18,0.09,0.61
2019-06-04,0.01,0.27,0.14,0.21,0.09,0.71
2019-06-05,0.01,0.27,0.14,0.21,0.08,0.71
2019-06-06,0.01,0.27,0.13,0.2,0.09,0.7
2019-06-07,0.01,0.27,0.13,0.2,0.09,0.69
2019-06-08,0.01,0.24,0.1,0.15,0.08,0.58
2019-06-09,0.01,0.2,0.1,0.15,0.09,0.55
2019-06-10,0.01,0.22,0.15,0.24,0.09,0.71
2019-06-11,0.01,0.27,0.17,0.27,0.09,0.8
2019-06-12,0.01,0.27,0.17,0.27,0.09,0.8
2019-06-13,0.01,0.27,0.17,0.26,0.09,0.78
2019-06-14,0.01,0.27,0.15,0.24,0.08,0.74
2019-06-15,0.01,0.24,0.12,0.19,0.08,0.64
2019-06-16,0.01,0.2,0.1,0.16,0.08,0.54
2019-06-17,0.01,0.22,0.17,0.26,0.08,0.74
2019-06-18,0.01,0.27,0.19,0.3,0.08,0.85
2019-06-19,0.01,0.27,0.2,0.31,0.08,0.86
2019-06-20,0.01,0.27,0.19,0.29,0.08,0.84
2019-06-21,0.01,0.27,0.2,0.31,0.08,0.87
2019-06-22,0.01,0.24,0.15,0.22,0.09,0.7
2019-06-23,0.01,0.2,0.11,0.16,0.08,0.56
2019-06-24,0.01,0.22,0.17,0.26,0.08,0.73
2019-06-25,0.01,0.27,0.19,0.29,0.08,0.82
2019-06-26,0.01,0.27,0.2,0.32,0.08,0.87
2019-06-27,0.01,0.27,0.23,0.35,0.08,0.93
2019-06-28,0.01,0.27,0.23,0.35,0.08,0.93
2019-06-29,0.01,0.24,0.15,0.23,0.08,0.71
2019-06-30,0.01,0.2,0.13,0.21,0.08,0.63
2019-07-01,0.01,0.22,0.16,0.33,0.08,0.79
2019-07-02,0.01,0.27,0.17,0.34,0.08,0.86
2019-07-03,0.01,0.27,0.18,0.37,0.08,0.91
2019-07-04,0.01,0.27,0.17,0.34,0.08,0.87
2019-07-05,0.01,0.27,0.18,0.35,0.08,0.88
2019-07-06,0.01,0.24,0.13,0.27,0.08,0.72
2019-07-07,0.01,0.2,0.1,0.2,0.08,0.58
2019-07-08,0.01,0.22,0.16,0.32,0.08,0.79
2019-07-09,0.01,0.27,0.17,0.35,0.08,0.88
2019-07-10,0.01,0.27,0.16,0.32,0.08,0.83
2019-07-11,0.01,0.27,0.15,0.3,0.08,0.8
2019-07-12,0.01,0.27,0.16,0.32,0.08,0.83
2019-07-13,0.01,0.24,0.11,0.22,0.08,0.66
2019-07-14,0.01,0.2,0.08,0.16,0.08,0.53
2019-07-15,0.01,0.22,0.14,0.28,0.09,0.73
2019-07-16,0.01,0.27,0.13,0.26,0.08,0.75
2019-07-17,0.01,0.27,0.14,0.29,0.08,0.79
2019-07-18,0.01,0.27,0.16,0.32,0.08,0.84
2019-07-19,0.01,0.27,0.15,0.3,0.08,0.8
2019-07-20,0.01,0.24,0.12,0.23,0.08,0.67
2019-07-21,0.01,0.2,0.1,0.2,0.08,0.59
2019-07-22,0.01,0.22,0.15,0.31,0.08,0.77
2019-07-23,0.01,0.27,0.17,0.34,0.08,0.86
2019-07-24,0.01,0.27,0.18,0.36,0.08,0.89
2019-07-25,0.01,0.27,0.19,0.38,0.08,0.93
2019-07-26,0.01,0.27,0.19,0.39,0.08,0.93
2019-07-27,0.01,0.24,0.13,0.26,0.08,0.72
2019-07-28,0.01,0.2,0.08,0.16,0.08,0.53
2019-07-29,0.01,0.22,0.14,0.28,0.08,0.73
2019-07-30,0.01,0.27,0.15,0.31,0.08,0.81
2019-07-31,0.01,0.27,0.16,0.33,0.08,0.85
2019-08-01,0.01,0.27,0.18,0.33,0.08,0.87
2019-08-02,0.01,0.27,0.17,0.3,0.08,0.82
2019-08-03,0.01,0.24,0.12,0.21,0.08,0.65
2019-08-04,0.01,0.2,0.1,0.18,0.08,0.56
2019-08-05,0.01,0.22,0.15,0.27,0.08,0.73
2019-08-06,0.01,0.27,0.16,0.3,0.08,0.81
2019-08-07,0.01,0.27,0.15,0.27,0.08,0.78
2019-08-08,0.01,0.27,0.16,0.28,0.08,0.79
2019-08-09,0.01,0.27,0.15,0.27,0.08,0.77
2019-08-10,0.01,0.24,0.14,0.25,0.08,0.7
2019-08-11,0.01,0.2,0.12,0.22,0.08,0.63
2019-08-12,0.01,0.22,0.14,0.26,0.08,0.71
2019-08-13,0.01,0.27,0.13,0.24,0.08,0.73
2019-08-14,0.01,0.27,0.1,0.18,0.08,0.64
2019-08-15,0.01,0.27,0.09,0.16,0.08,0.61
2019-08-16,0.01,0.27,0.1,0.18,0.08,0.64
2019-08-17,0.01,0.24,0.11,0.19,0.08,0.62
2019-08-18,0.01,0.2,0.11,0.19,0.08,0.58
2019-08-19,0.01,0.22,0.13,0.24,0.08,0.68
2019-08-20,0.01,0.27,0.15,0.27,0.08,0.78
2019-08-21,0.01,0.27,0.15,0.27,0.08,0.78
2019-08-22,0.01,0.27,0.15,0.28,0.08,0.79
2019-08-23,0.01,0.27,0.15,0.28,0.08,0.78
2019-08-24,0.01,0.24,0.13,0.24,0.08,0.69
2019-08-25,0.01,0.2,0.13,0.23,0.08,0.64
2019-08-26,0.01,0.22,0.18,0.32,0.08,0.8
2019-08-27,0.01,0.27,0.19,0.35,0.08,0.89
2019-08-28,0.01,0.27,0.2,0.37,0.08,0.92
2019-08-29,0.01,0.27,0.2,0.37,0.08,0.93
2019-08-30,0.01,0.27,0.21,0.37,0.08,0.93
2019-08-31,0.01,0.24,0.17,0.3,0.08,0.79
2019-09-01,0.01,0.2,0.14,0.26,0.08,0.69
2019-09-02,0.01,0.22,0.19,0.35,0.08,0.85
2019-09-03,0.01,0.27,0.18,0.34,0.08,0.88
2019-09-04,0.01,0.27,0.17,0.32,0.08,0.85
2019-09-05,0.01,0.27,0.19,0.35,0.09,0.9
2019-09-06,0.0,0.27,0.18,0.33,0.11,0.89
2019-09-07,0.01,0.24,0.13,0.24,0.1,0.72
2019-09-08,0.01,0.2,0.1,0.19,0.12,0.62
2019-09-09,0.01,0.22,0.15,0.27,0.11,0.76
2019-09-10,0.01,0.27,0.17,0.32,0.11,0.87
2019-09-11,0.01,0.27,0.17,0.32,0.09,0.86
2019-09-12,0.01,0.27,0.16,0.31,0.09,0.83
2019-09-13,0.01,0.27,0.16,0.3,0.08,0.82
2019-09-14,0.01,0.24,0.12,0.23,0.08,0.67
2019-09-15,0.01,0.2,0.11,0.2,0.08,0.6
2019-09-16,0.01,0.22,0.17,0.31,0.08,0.79
2019-09-17,0.01,0.27,0.17,0.32,0.08,0.84
2019-09-18,0.01,0.27,0.18,0.33,0.09,0.87
2019-09-19,0.01,0.27,0.18,0.33,0.1,0.88
2019-09-20,0.01,0.27,0.15,0.27,0.12,0.81
2019-09-21,0.01,0.24,0.12,0.22,0.12,0.71
2019-09-22,0.01,0.2,0.11,0.2,0.13,0.64
2019-09-23,0.01,0.22,0.14,0.26,0.12,0.75
2019-09-24,0.01,0.27,0.15,0.28,0.11,0.81
2019-09-25,0.01,0.27,0.16,0.3,0.1,0.83
2019-09-26,0.01,0.27,0.16,0.29,0.1,0.83
2019-09-27,0.01,0.27,0.16,0.3,0.09,0.82
2019-09-28,0.01,0.24,0.12,0.22,0.09,0.68
2019-09-29,0.01,0.2,0.11,0.2,0.09,0.61
2019-09-30,0.01,0.22,0.14,0.26,0.09,0.72
2019-10-01,0.0,0.27,0.16,0.31,0.09,0.84
2019-10-02,0.01,0.27,0.15,0.28,0.1,0.8
2019-10-03,0.01,0.27,0.15,0.29,0.15,0.87
2019-10-04,0.01,0.27,0.13,0.25,0.17,0.83
2019-10-05,0.01,0.24,0.12,0.22,0.14,0.72
2019-10-06,0.01,0.2,0.11,0.21,0.14,0.66
2019-10-07,0.01,0.22,0.14,0.26,0.15,0.77
2019-10-08,0.0,0.27,0.13,0.25,0.15,0.81
2019-10-09,0.0,0.27,0.16,0.31,0.14,0.88
2019-10-10,0.01,0.27,0.16,0.31,0.13,0.88
2019-10-11,0.01,0.27,0.16,0.31,0.14,0.88
2019-10-12,0.0,0.24,0.13,0.25,0.14,0.77
2019-10-13,0.01,0.2,0.12,0.22,0.13,0.67
2019-10-14,0.01,0.22,0.16,0.3,0.12,0.8
2019-10-15,0.0,0.27,0.16,0.31,0.12,0.86
2019-10-16,0.0,0.27,0.14,0.28,0.14,0.83
2019-10-17,0.01,0.27,0.16,0.31,0.15,0.9
2019-10-18,0.01,0.27,0.16,0.31,0.14,0.88
2019-10-19,0.0,0.24,0.13,0.24,0.13,0.74
2019-10-20,0.0,0.2,0.1,0.19,0.11,0.6
2019-10-21,0.01,0.22,0.15,0.29,0.1,0.77
2019-10-22,0.0,0.27,0.16,0.31,0.1,0.85
2019-10-23,0.01,0.28,0.15,0.29,0.11,0.83
2019-10-24,0.01,0.28,0.16,0.3,0.13,0.88
2019-10-25,0.0,0.28,0.15,0.29,0.12,0.85
2019-10-26,0.0,0.25,0.11,0.21,0.13,0.7
2019-10-27,0.0,0.22,0.1,0.19,0.14,0.65
2019-10-28,0.01,0.28,0.16,0.3,0.14,0.88
2019-10-29,0.0,0.28,0.17,0.32,0.14,0.92
2019-10-30,0.0,0.28,0.17,0.33,0.17,0.95
2019-10-31,0.01,0.28,0.16,0.31,0.19,0.96
2019-11-01,0.0,0.22,0.14,0.23,0.2,0.8
2019-11-02,0.0,0.24,0.11,0.18,0.2,0.74
2019-11-03,0.0,0.23,0.09,0.14,0.18,0.65
2019-11-04,0.01,0.28,0.13,0.21,0.18,0.79
2019-11-05,0.0,0.28,0.15,0.24,0.17,0.84
2019-11-06,0.0,0.28,0.18,0.29,0.23,0.98
2019-11-07,0.0,0.28,0.18,0.28,0.26,1.0
2019-11-08,0.01,0.28,0.15,0.25,0.25,0.94
2019-11-09,0.0,0.26,0.1,0.17,0.28,0.81
2019-11-10,0.0,0.21,0.1,0.16,0.29,0.77
2019-11-11,0.01,0.28,0.16,0.26,0.27,0.97
2019-11-12,0.0,0.28,0.15,0.24,0.26,0.94
2019-11-13,0.0,0.28,0.16,0.26,0.28,0.99
2019-11-14,0.0,0.28,0.19,0.3,0.3,1.07
2019-11-15,0.01,0.28,0.17,0.27,0.25,0.98
2019-11-16,0.0,0.26,0.13,0.21,0.26,0.86
2019-11-17,0.0,0.22,0.11,0.17,0.27,0.78
2019-11-18,0.01,0.28,0.17,0.27,0.3,1.02
2019-11-19,0.0,0.28,0.2,0.33,0.27,1.09
2019-11-20,0.0,0.28,0.19,0.32,0.27,1.07
2019-11-21,0.0,0.28,0.2,0.32,0.29,1.09
2019-11-22,0.01,0.28,0.18,0.29,0.28,1.04
2019-11-23,0.0,0.26,0.12,0.2,0.23,0.81
2019-11-24,0.0,0.23,0.12,0.19,0.23,0.77
2019-11-25,0.0,0.28,0.18,0.29,0.22,0.97
2019-11-26,0.0,0.28,0.17,0.28,0.25,0.99
2019-11-27,0.0,0.28,0.17,0.27,0.24,0.96
2019-11-28,0.0,0.28,0.15,0.24,0.24,0.92
2019-11-29,0.01,0.28,0.15,0.24,0.26,0.94
2019-11-30,0.0,0.26,0.12,0.2,0.29,0.88
2019-12-01,0.0,0.23,0.12,0.19,0.3,0.83
2019-12-02,0.01,0.28,0.18,0.28,0.27,1.02
2019-12-03,0.0,0.28,0.2,0.32,0.3,1.1
2019-12-04,0.0,0.28,0.2,0.31,0.36,1.15
2019-12-05,0.0,0.28,0.22,0.34,0.36,1.2
2019-12-06,0.01,0.28,0.21,0.34,0.34,1.18
2019-12-07,0.0,0.25,0.14,0.21,0.31,0.92
2019-12-08,0.0,0.21,0.12,0.19,0.31,0.84
2019-12-09,0.01,0.28,0.17,0.27,0.3,1.03
2019-12-10,0.0,0.28,0.18,0.29,0.33,1.09
2019-12-11,0.0,0.28,0.17,0.27,0.38,1.1
2019-12-12,0.0,0.28,0.2,0.32,0.41,1.21
2019-12-13,0.0,0.29,0.18,0.28,0.39,1.14
2019-12-14,0.0,0.27,0.12,0.2,0.34,0.93
2019-12-15,0.0,0.23,0.11,0.17,0.31,0.82
2019-12-16,0.01,0.28,0.17,0.27,0.27,1.0
2019-12-17,0.0,0.28,0.18,0.29,0.25,1.01
2019-12-18,0.0,0.28,0.18,0.28,0.24,0.99
2019-12-19,0.01,0.29,0.16,0.26,0.25,0.96
2019-12-20,0.01,0.29,0.12,0.2,0.26,0.87
2019-12-21,0.01,0.27,0.08,0.13,0.24,0.73
2019-12-22,0.01,0.24,0.08,0.13,0.26,0.72
2019-12-23,0.01,0.28,0.09,0.14,0.28,0.8
2019-12-24,0.0,0.25,0.08,0.13,0.31,0.77
2019-12-25,0.0,0.17,0.09,0.14,0.31,0.72
2019-12-26,0.0,0.18,0.1,0.16,0.34,0.79
2019-12-27,0.01,0.25,0.13,0.2,0.36,0.94
2019-12-28,0.0,0.23,0.1,0.15,0.39,0.87
2019-12-29,0.0,0.18,0.1,0.16,0.42,0.87
2019-12-30,0.01,0.25,0.11,0.18,0.42,0.97
2019-12-31,0.0,0.24,0.1,0.16,0.41,0.92
2020-01-01,0.0,0.18,0.08,0.16,0.38,0.8
2020-01-02,0.01,0.24,0.1,0.21,0.39,0.95
2020-01-03,0.01,0.24,0.12,0.24,0.38,0.99
2020-01-04,0.0,0.22,0.1,0.21,0.35,0.89
2020-01-05,0.0,0.2,0.08,0.16,0.36,0.8
2020-01-06,0.01,0.18,0.09,0.19,0.41,0.88
2020-01-07,0.0,0.27,0.13,0.27,0.43,1.11
2020-01-08,0.0,0.27,0.15,0.31,0.4,1.14
2020-01-09,0.0,0.27,0.16,0.33,0.4,1.17
2020-01-10,0.01,0.27,0.17,0.34,0.38,1.17
2020-01-11,0.0,0.24,0.13,0.26,0.37,1.0
2020-01-12,0.0,0.19,0.11,0.22,0.38,0.9
2020-01-13,0.0,0.27,0.17,0.34,0.4,1.18
2020-01-14,0.0,0.27,0.18,0.37,0.4,1.23
2020-01-15,0.0,0.27,0.18,0.37,0.37,1.21
2020-01-16,0.0,0.27,0.17,0.34,0.37,1.17
2020-01-17,0.01,0.27,0.17,0.34,0.37,1.16
2020-01-18,0.0,0.25,0.12,0.25,0.36,0.98
2020-01-19,0.0,0.19,0.11,0.23,0.37,0.9
2020-01-20,0.0,0.27,0.16,0.32,0.38,1.13
2020-01-21,0.0,0.27,0.18,0.36,0.39,1.2
2020-01-22,0.0,0.27,0.18,0.37,0.38,1.21
2020-01-23,0.0,0.27,0.19,0.39,0.37,1.24
2020-01-24,0.01,0.27,0.19,0.38,0.37,1.22
2020-01-25,0.0,0.24,0.14,0.29,0.33,1.01
2020-01-26,0.0,0.19,0.13,0.25,0.34,0.91
2020-01-27,0.0,0.27,0.16,0.33,0.34,1.1
2020-01-28,0.0,0.27,0.15,0.31,0.3,1.04
2020-01-29,0.0,0.27,0.15,0.3,0.31,1.03
2020-01-30,0.0,0.27,0.17,0.34,0.33,1.12
2020-01-31,0.01,0.27,0.16,0.31,0.31,1.05
2020-02-01,0.0,0.24,0.17,0.28,0.29,0.98
2020-02-02,0.0,0.19,0.12,0.19,0.28,0.79
2020-02-03,0.0,0.27,0.17,0.28,0.26,0.98
2020-02-04,0.0,0.27,0.15,0.25,0.28,0.95
2020-02-05,0.0,0.27,0.15,0.25,0.35,1.03
2020-02-06,0.0,0.27,0.15,0.26,0.39,1.08
2020-02-07,0.0,0.27,0.18,0.3,0.4,1.15
2020-02-08,0.0,0.24,0.15,0.25,0.39,1.03
2020-02-09,0.0,0.18,0.12,0.21,0.36,0.88
2020-02-10,0.0,0.27,0.16,0.26,0.29,0.98
2020-02-11,0.0,0.27,0.15,0.26,0.24,0.93
2020-02-12,0.0,0.27,0.18,0.3,0.29,1.04
2020-02-13,0.0,0.27,0.2,0.33,0.32,1.12
2020-02-14,0.01,0.28,0.16,0.27,0.29,1.0
2020-02-15,0.0,0.24,0.12,0.2,0.32,0.88
2020-02-16,0.0,0.19,0.12,0.2,0.32,0.83
2020-02-17,0.0,0.27,0.18,0.29,0.31,1.05
2020-02-18,0.0,0.27,0.18,0.3,0.3,1.06
2020-02-19,0.0,0.27,0.18,0.3,0.31,1.07
2020-02-20,0.0,0.27,0.16,0.27,0.33,1.04
2020-02-21,0.01,0.27,0.18,0.3,0.33,1.09
2020-02-22,0.0,0.23,0.13,0.21,0.32,0.89
2020-02-23,0.0,0.16,0.11,0.18,0.29,0.74
2020-02-24,0.0,0.25,0.15,0.26,0.25,0.92
2020-02-25,0.0,0.25,0.16,0.27,0.27,0.95
2020-02-26,0.0,0.25,0.15,0.25,0.29,0.95
2020-02-27,0.0,0.25,0.15,0.25,0.35,1.01
2020-02-28,0.0,0.26,0.14,0.23,0.3,0.94
2020-02-29,0.0,0.21,0.13,0.21,0.33,0.89
2020-03-01,0.0,0.15,0.08,0.16,0.29,0.68
2020-03-02,0.0,0.26,0.13,0.25,0.29,0.93
2020-03-03,0.0,0.26,0.12,0.24,0.3,0.92
2020-03-04,0.0,0.26,0.13,0.27,0.33,0.99
2020-03-05,0.0,0.25,0.13,0.27,0.34,0.99
2020-03-06,0.0,0.25,0.12,0.24,0.3,0.91
2020-03-07,0.0,0.2,0.1,0.19,0.31,0.81
2020-03-08,0.0,0.14,0.07,0.15,0.32,0.68
2020-03-09,0.0,0.23,0.13,0.26,0.33,0.96
2020-03-10,0.0,0.22,0.13,0.26,0.3,0.91
2020-03-11,0.0,0.21,0.13,0.26,0.26,0.86
2020-03-12,0.0,0.19,0.11,0.22,0.25,0.77
2020-03-13,0.0,0.18,0.1,0.21,0.22,0.72
2020-03-14,0.0,0.15,0.1,0.19,0.26,0.69
2020-03-15,0.0,0.1,0.07,0.14,0.29,0.6
2020-03-16,0.0,0.17,0.09,0.19,0.29,0.73
2020-03-17,0.0,0.17,0.11,0.21,0.27,0.76
2020-03-18,0.0,0.17,0.1,0.2,0.25,0.72
2020-03-19,0.0,0.17,0.1,0.2,0.23,0.7
2020-03-20,0.0,0.17,0.1,0.19,0.24,0.7
2020-03-21,0.0,0.14,0.07,0.15,0.24,0.6
2020-03-22,0.0,0.07,0.07,0.14,0.26,0.55
2020-03-23,0.0,0.16,0.08,0.16,0.37,0.78
2020-03-24,0.0,0.18,0.08,0.16,0.4,0.82
2020-03-25,0.0,0.18,0.09,0.18,0.41,0.87
